2024-02-29,Digital_SPL,1,1,1
2024-02-29,Digital_SPL,1,1,2
2024-02-29,Digital_SPL,1,1,3
2024-02-29,Digital_SPL,1,1,4
2024-02-29,Digital_SPL,1,1,5
2024-02-29,Digital_SPL,1,1,6
2024-02-29,Digital_SPL,1,1,7
2024-02-29,Digital_SPL,1,1,8
2024-02-29,Digital_SPL,1,1,9
2024-02-29,Digital_SPL,1,1,10
2024-02-29,Digital_SPL,1,1,11
2024-02-29,Digital_SPL,1,1,12
2024-02-29,Digital_SPL,1,1,13
2024-02-29,Digital_SPL,1,1,14
2024-02-29,Digital_SPL,1,1,15
2024-02-29,Digital_SPL,1,1,16
2024-02-29,Digital_SPL,1,1,17
2024-02-29,Digital_SPL,1,1,18
2024-02-29,Digital_SPL,1,1,19
2024-02-29,Digital_SPL,1,1,20
2024-02-29,Digital_SPL,1,1,21
2024-02-29,Digital_SPL,1,1,22
2024-02-29,Digital_SPL,1,1,23
2024-02-29,Digital_SPL,1,1,24
2024-02-29,Digital_SPL,1,1,25
2024-02-29,Digital_SPL,1,1,26
2024-02-29,Digital_SPL,1,1,27
2024-02-29,Digital_SPL,1,1,28
2024-02-29,Digital_SPL,1,1,29
2024-02-29,Digital_SPL,1,1,30
2024-02-29,Digital_SPL,1,1,31
2024-02-29,Digital_SPL,1,1,32
2024-02-29,Digital_SPL,1,1,33
2024-02-29,Digital_SPL,1,1,34
2024-02-29,Digital_SPL,1,1,35
2024-02-29,Digital_SPL,1,1,36
2024-02-29,Digital_SPL,1,2,1
2024-02-29,Digital_SPL,1,2,2
2024-02-29,Digital_SPL,1,2,3
2024-02-29,Digital_SPL,1,2,4
2024-02-29,Digital_SPL,1,2,5
2024-02-29,Digital_SPL,1,2,6
2024-02-29,Digital_SPL,1,2,7
2024-02-29,Digital_SPL,1,2,8
2024-02-29,Digital_SPL,1,2,9
2024-02-29,Digital_SPL,1,2,10
2024-02-29,Digital_SPL,1,2,11
2024-02-29,Digital_SPL,1,2,12
2024-02-29,Digital_SPL,1,2,13
2024-02-29,Digital_SPL,1,2,14
2024-02-29,Digital_SPL,1,2,15
2024-02-29,Digital_SPL,1,2,16
2024-02-29,Digital_SPL,1,2,17
2024-02-29,Digital_SPL,1,2,18
2024-02-29,Digital_SPL,1,2,19
2024-02-29,Digital_SPL,1,2,20
2024-02-29,Digital_SPL,1,2,21
2024-02-29,Digital_SPL,1,2,22
2024-02-29,Digital_SPL,1,2,23
2024-02-29,Digital_SPL,1,2,24
2024-02-29,Digital_SPL,1,2,25
2024-02-29,Digital_SPL,1,2,26
2024-02-29,Digital_SPL,1,2,27
2024-02-29,Digital_SPL,1,2,28
2024-02-29,Digital_SPL,1,2,29
2024-02-29,Digital_SPL,1,2,30
2024-02-29,Digital_SPL,1,2,31
2024-02-29,Digital_SPL,1,2,32
2024-02-29,Digital_SPL,1,2,33
2024-02-29,Digital_SPL,1,2,34
2024-02-29,Digital_SPL,1,2,35
2024-02-29,Digital_SPL,1,2,36
2024-02-29,Digital_SPL,1,3,1
2024-02-29,Digital_SPL,1,3,2
2024-02-29,Digital_SPL,1,3,3
2024-02-29,Digital_SPL,1,3,4
2024-02-29,Digital_SPL,1,3,5
2024-02-29,Digital_SPL,1,3,6
2024-02-29,Digital_SPL,1,3,7
2024-02-29,Digital_SPL,1,3,8
2024-02-29,Digital_SPL,1,3,9
2024-02-29,Digital_SPL,1,3,10
2024-02-29,Digital_SPL,1,3,11
2024-02-29,Digital_SPL,1,3,12
2024-02-29,Digital_SPL,1,3,13
2024-02-29,Digital_SPL,1,3,14
2024-02-29,Digital_SPL,1,3,15
2024-02-29,Digital_SPL,1,3,16
2024-02-29,Digital_SPL,1,3,17
2024-02-29,Digital_SPL,1,3,18
2024-02-29,Digital_SPL,1,3,19
2024-02-29,Digital_SPL,1,3,20
2024-02-29,Digital_SPL,1,3,21
2024-02-29,Digital_SPL,1,3,22
2024-02-29,Digital_SPL,1,3,23
2024-02-29,Digital_SPL,1,3,24
2024-02-29,Digital_SPL,1,3,25
2024-02-29,Digital_SPL,1,3,26
2024-02-29,Digital_SPL,1,3,27
2024-02-29,Digital_SPL,1,3,28
2024-02-29,Digital_SPL,1,3,29
2024-02-29,Digital_SPL,1,3,30
2024-02-29,Digital_SPL,1,3,31
2024-02-29,Digital_SPL,1,3,32
2024-02-29,Digital_SPL,1,3,33
2024-02-29,Digital_SPL,1,3,34
2024-02-29,Digital_SPL,1,3,35
2024-02-29,Digital_SPL,1,3,36
2024-02-29,Digital_SPL,1,4,1
2024-02-29,Digital_SPL,1,4,2
2024-02-29,Digital_SPL,1,4,3
2024-02-29,Digital_SPL,1,4,4
2024-02-29,Digital_SPL,1,4,5
2024-02-29,Digital_SPL,1,4,6
2024-02-29,Digital_SPL,1,4,7
2024-02-29,Digital_SPL,1,4,8
2024-02-29,Digital_SPL,1,4,9
2024-02-29,Digital_SPL,1,4,10
2024-02-29,Digital_SPL,1,4,11
2024-02-29,Digital_SPL,1,4,12
2024-02-29,Digital_SPL,1,4,13
2024-02-29,Digital_SPL,1,4,14
2024-02-29,Digital_SPL,1,4,15
2024-02-29,Digital_SPL,1,4,16
2024-02-29,Digital_SPL,1,4,17
2024-02-29,Digital_SPL,1,4,18
2024-02-29,Digital_SPL,1,4,19
2024-02-29,Digital_SPL,1,4,20
2024-02-29,Digital_SPL,1,4,21
2024-02-29,Digital_SPL,1,4,22
2024-02-29,Digital_SPL,1,4,23
2024-02-29,Digital_SPL,1,4,24
2024-02-29,Digital_SPL,1,4,25
2024-02-29,Digital_SPL,1,4,26
2024-02-29,Digital_SPL,1,4,27
2024-02-29,Digital_SPL,1,4,28
2024-02-29,Digital_SPL,1,4,29
2024-02-29,Digital_SPL,1,4,30
2024-02-29,Digital_SPL,1,4,31
2024-02-29,Digital_SPL,1,4,32
2024-02-29,Digital_SPL,1,4,33
2024-02-29,Digital_SPL,1,4,34
2024-02-29,Digital_SPL,1,4,35
2024-02-29,Digital_SPL,1,4,36
2024-02-29,Digital_SPL,1,5,1
2024-02-29,Digital_SPL,1,5,2
2024-02-29,Digital_SPL,1,5,3
2024-02-29,Digital_SPL,1,5,4
2024-02-29,Digital_SPL,1,5,5
2024-02-29,Digital_SPL,1,5,6
2024-02-29,Digital_SPL,1,5,7
2024-02-29,Digital_SPL,1,5,8
2024-02-29,Digital_SPL,1,5,9
2024-02-29,Digital_SPL,1,5,10
2024-02-29,Digital_SPL,1,5,11
2024-02-29,Digital_SPL,1,5,12
2024-02-29,Digital_SPL,1,5,13
2024-02-29,Digital_SPL,1,5,14
2024-02-29,Digital_SPL,1,5,15
2024-02-29,Digital_SPL,1,5,16
2024-02-29,Digital_SPL,1,5,17
2024-02-29,Digital_SPL,1,5,18
2024-02-29,Digital_SPL,1,5,19
2024-02-29,Digital_SPL,1,5,20
2024-02-29,Digital_SPL,1,5,21
2024-02-29,Digital_SPL,1,5,22
2024-02-29,Digital_SPL,1,5,23
2024-02-29,Digital_SPL,1,5,24
2024-02-29,Digital_SPL,1,5,25
2024-02-29,Digital_SPL,1,5,26
2024-02-29,Digital_SPL,1,5,27
2024-02-29,Digital_SPL,1,5,28
2024-02-29,Digital_SPL,1,5,29
2024-02-29,Digital_SPL,1,5,30
2024-02-29,Digital_SPL,1,5,31
2024-02-29,Digital_SPL,1,5,32
2024-02-29,Digital_SPL,1,5,33
2024-02-29,Digital_SPL,1,5,34
2024-02-29,Digital_SPL,1,5,35
2024-02-29,Digital_SPL,1,5,36
2024-02-29,Digital_SPL,3,1,1
2024-02-29,Digital_SPL,3,1,2
2024-02-29,Digital_SPL,3,1,3
2024-02-29,Digital_SPL,3,1,4
2024-02-29,Digital_SPL,3,1,5
2024-02-29,Digital_SPL,3,1,6
2024-02-29,Digital_SPL,3,1,7
2024-02-29,Digital_SPL,3,1,8
2024-02-29,Digital_SPL,3,1,9
2024-02-29,Digital_SPL,3,1,10
2024-02-29,Digital_SPL,3,1,11
2024-02-29,Digital_SPL,3,1,12
2024-02-29,Digital_SPL,3,1,13
2024-02-29,Digital_SPL,3,1,14
2024-02-29,Digital_SPL,3,1,15
2024-02-29,Digital_SPL,3,1,16
2024-02-29,Digital_SPL,3,1,17
2024-02-29,Digital_SPL,3,1,18
2024-02-29,Digital_SPL,3,1,19
2024-02-29,Digital_SPL,3,1,20
2024-02-29,Digital_SPL,3,1,21
2024-02-29,Digital_SPL,3,1,22
2024-02-29,Digital_SPL,3,1,23
2024-02-29,Digital_SPL,3,1,24
2024-02-29,Digital_SPL,3,1,25
2024-02-29,Digital_SPL,3,1,26
2024-02-29,Digital_SPL,3,1,27
2024-02-29,Digital_SPL,3,1,28
2024-02-29,Digital_SPL,3,1,29
2024-02-29,Digital_SPL,3,1,30
2024-02-29,Digital_SPL,3,1,31
2024-02-29,Digital_SPL,3,1,32
2024-02-29,Digital_SPL,3,1,33
2024-02-29,Digital_SPL,3,1,34
2024-02-29,Digital_SPL,3,1,35
2024-02-29,Digital_SPL,3,1,36
2024-02-29,Digital_SPL,3,2,1
2024-02-29,Digital_SPL,3,2,2
2024-02-29,Digital_SPL,3,2,3
2024-02-29,Digital_SPL,3,2,4
2024-02-29,Digital_SPL,3,2,5
2024-02-29,Digital_SPL,3,2,6
2024-02-29,Digital_SPL,3,2,7
2024-02-29,Digital_SPL,3,2,8
2024-02-29,Digital_SPL,3,2,9
2024-02-29,Digital_SPL,3,2,10
2024-02-29,Digital_SPL,3,2,11
2024-02-29,Digital_SPL,3,2,12
2024-02-29,Digital_SPL,3,2,13
2024-02-29,Digital_SPL,3,2,14
2024-02-29,Digital_SPL,3,2,15
2024-02-29,Digital_SPL,3,2,16
2024-02-29,Digital_SPL,3,2,17
2024-02-29,Digital_SPL,3,2,18
2024-02-29,Digital_SPL,3,2,19
2024-02-29,Digital_SPL,3,2,20
2024-02-29,Digital_SPL,3,2,21
2024-02-29,Digital_SPL,3,2,22
2024-02-29,Digital_SPL,3,2,23
2024-02-29,Digital_SPL,3,2,24
2024-02-29,Digital_SPL,3,2,25
2024-02-29,Digital_SPL,3,2,26
2024-02-29,Digital_SPL,3,2,27
2024-02-29,Digital_SPL,3,2,28
2024-02-29,Digital_SPL,3,2,29
2024-02-29,Digital_SPL,3,2,30
2024-02-29,Digital_SPL,3,2,31
2024-02-29,Digital_SPL,3,2,32
2024-02-29,Digital_SPL,3,2,33
2024-02-29,Digital_SPL,3,2,34
2024-02-29,Digital_SPL,3,2,35
2024-02-29,Digital_SPL,3,2,36
2024-02-29,Digital_SPL,3,3,1
2024-02-29,Digital_SPL,3,3,2
2024-02-29,Digital_SPL,3,3,3
2024-02-29,Digital_SPL,3,3,4
2024-02-29,Digital_SPL,3,3,5
2024-02-29,Digital_SPL,3,3,6
2024-02-29,Digital_SPL,3,3,7
2024-02-29,Digital_SPL,3,3,8
2024-02-29,Digital_SPL,3,3,9
2024-02-29,Digital_SPL,3,3,10
2024-02-29,Digital_SPL,3,3,11
2024-02-29,Digital_SPL,3,3,12
2024-02-29,Digital_SPL,3,3,13
2024-02-29,Digital_SPL,3,3,14
2024-02-29,Digital_SPL,3,3,15
2024-02-29,Digital_SPL,3,3,16
2024-02-29,Digital_SPL,3,3,17
2024-02-29,Digital_SPL,3,3,18
2024-02-29,Digital_SPL,3,3,19
2024-02-29,Digital_SPL,3,3,20
2024-02-29,Digital_SPL,3,3,21
2024-02-29,Digital_SPL,3,3,22
2024-02-29,Digital_SPL,3,3,23
2024-02-29,Digital_SPL,3,3,24
2024-02-29,Digital_SPL,3,3,25
2024-02-29,Digital_SPL,3,3,26
2024-02-29,Digital_SPL,3,3,27
2024-02-29,Digital_SPL,3,3,28
2024-02-29,Digital_SPL,3,3,29
2024-02-29,Digital_SPL,3,3,30
2024-02-29,Digital_SPL,3,3,31
2024-02-29,Digital_SPL,3,3,32
2024-02-29,Digital_SPL,3,3,33
2024-02-29,Digital_SPL,3,3,34
2024-02-29,Digital_SPL,3,3,35
2024-02-29,Digital_SPL,3,3,36
2024-02-29,Digital_SPL,3,4,1
2024-02-29,Digital_SPL,3,4,2
2024-02-29,Digital_SPL,3,4,3
2024-02-29,Digital_SPL,3,4,4
2024-02-29,Digital_SPL,3,4,5
2024-02-29,Digital_SPL,3,4,6
2024-02-29,Digital_SPL,3,4,7
2024-02-29,Digital_SPL,3,4,8
2024-02-29,Digital_SPL,3,4,9
2024-02-29,Digital_SPL,3,4,10
2024-02-29,Digital_SPL,3,4,11
2024-02-29,Digital_SPL,3,4,12
2024-02-29,Digital_SPL,3,4,13
2024-02-29,Digital_SPL,3,4,14
2024-02-29,Digital_SPL,3,4,15
2024-02-29,Digital_SPL,3,4,16
2024-02-29,Digital_SPL,3,4,17
2024-02-29,Digital_SPL,3,4,18
2024-02-29,Digital_SPL,3,4,19
2024-02-29,Digital_SPL,3,4,20
2024-02-29,Digital_SPL,3,4,21
2024-02-29,Digital_SPL,3,4,22
2024-02-29,Digital_SPL,3,4,23
2024-02-29,Digital_SPL,3,4,24
2024-02-29,Digital_SPL,3,4,25
2024-02-29,Digital_SPL,3,4,26
2024-02-29,Digital_SPL,3,4,27
2024-02-29,Digital_SPL,3,4,28
2024-02-29,Digital_SPL,3,4,29
2024-02-29,Digital_SPL,3,4,30
2024-02-29,Digital_SPL,3,4,31
2024-02-29,Digital_SPL,3,4,32
2024-02-29,Digital_SPL,3,4,33
2024-02-29,Digital_SPL,3,4,34
2024-02-29,Digital_SPL,3,4,35
2024-02-29,Digital_SPL,3,4,36
2024-02-29,Digital_SPL,3,5,1
2024-02-29,Digital_SPL,3,5,2
2024-02-29,Digital_SPL,3,5,3
2024-02-29,Digital_SPL,3,5,4
2024-02-29,Digital_SPL,3,5,5
2024-02-29,Digital_SPL,3,5,6
2024-02-29,Digital_SPL,3,5,7
2024-02-29,Digital_SPL,3,5,8
2024-02-29,Digital_SPL,3,5,9
2024-02-29,Digital_SPL,3,5,10
2024-02-29,Digital_SPL,3,5,11
2024-02-29,Digital_SPL,3,5,12
2024-02-29,Digital_SPL,3,5,13
2024-02-29,Digital_SPL,3,5,14
2024-02-29,Digital_SPL,3,5,15
2024-02-29,Digital_SPL,3,5,16
2024-02-29,Digital_SPL,3,5,17
2024-02-29,Digital_SPL,3,5,18
2024-02-29,Digital_SPL,3,5,19
2024-02-29,Digital_SPL,3,5,20
2024-02-29,Digital_SPL,3,5,21
2024-02-29,Digital_SPL,3,5,22
2024-02-29,Digital_SPL,3,5,23
2024-02-29,Digital_SPL,3,5,24
2024-02-29,Digital_SPL,3,5,25
2024-02-29,Digital_SPL,3,5,26
2024-02-29,Digital_SPL,3,5,27
2024-02-29,Digital_SPL,3,5,28
2024-02-29,Digital_SPL,3,5,29
2024-02-29,Digital_SPL,3,5,30
2024-02-29,Digital_SPL,3,5,31
2024-02-29,Digital_SPL,3,5,32
2024-02-29,Digital_SPL,3,5,33
2024-02-29,Digital_SPL,3,5,34
2024-02-29,Digital_SPL,3,5,35
2024-02-29,Digital_SPL,3,5,36
2024-02-29,Digital_SPL,6,1,1
2024-02-29,Digital_SPL,6,1,2
2024-02-29,Digital_SPL,6,1,3
2024-02-29,Digital_SPL,6,1,4
2024-02-29,Digital_SPL,6,1,5
2024-02-29,Digital_SPL,6,1,6
2024-02-29,Digital_SPL,6,1,7
2024-02-29,Digital_SPL,6,1,8
2024-02-29,Digital_SPL,6,1,9
2024-02-29,Digital_SPL,6,1,10
2024-02-29,Digital_SPL,6,1,11
2024-02-29,Digital_SPL,6,1,12
2024-02-29,Digital_SPL,6,1,13
2024-02-29,Digital_SPL,6,1,14
2024-02-29,Digital_SPL,6,1,15
2024-02-29,Digital_SPL,6,1,16
2024-02-29,Digital_SPL,6,1,17
2024-02-29,Digital_SPL,6,1,18
2024-02-29,Digital_SPL,6,1,19
2024-02-29,Digital_SPL,6,1,20
2024-02-29,Digital_SPL,6,1,21
2024-02-29,Digital_SPL,6,1,22
2024-02-29,Digital_SPL,6,1,23
2024-02-29,Digital_SPL,6,1,24
2024-02-29,Digital_SPL,6,1,25
2024-02-29,Digital_SPL,6,1,26
2024-02-29,Digital_SPL,6,1,27
2024-02-29,Digital_SPL,6,1,28
2024-02-29,Digital_SPL,6,1,29
2024-02-29,Digital_SPL,6,1,30
2024-02-29,Digital_SPL,6,1,31
2024-02-29,Digital_SPL,6,1,32
2024-02-29,Digital_SPL,6,1,33
2024-02-29,Digital_SPL,6,1,34
2024-02-29,Digital_SPL,6,1,35
2024-02-29,Digital_SPL,6,1,36
2024-02-29,Digital_SPL,6,2,1
2024-02-29,Digital_SPL,6,2,2
2024-02-29,Digital_SPL,6,2,3
2024-02-29,Digital_SPL,6,2,4
2024-02-29,Digital_SPL,6,2,5
2024-02-29,Digital_SPL,6,2,6
2024-02-29,Digital_SPL,6,2,7
2024-02-29,Digital_SPL,6,2,8
2024-02-29,Digital_SPL,6,2,9
2024-02-29,Digital_SPL,6,2,10
2024-02-29,Digital_SPL,6,2,11
2024-02-29,Digital_SPL,6,2,12
2024-02-29,Digital_SPL,6,2,13
2024-02-29,Digital_SPL,6,2,14
2024-02-29,Digital_SPL,6,2,15
2024-02-29,Digital_SPL,6,2,16
2024-02-29,Digital_SPL,6,2,17
2024-02-29,Digital_SPL,6,2,18
2024-02-29,Digital_SPL,6,2,19
2024-02-29,Digital_SPL,6,2,20
2024-02-29,Digital_SPL,6,2,21
2024-02-29,Digital_SPL,6,2,22
2024-02-29,Digital_SPL,6,2,23
2024-02-29,Digital_SPL,6,2,24
2024-02-29,Digital_SPL,6,2,25
2024-02-29,Digital_SPL,6,2,26
2024-02-29,Digital_SPL,6,2,27
2024-02-29,Digital_SPL,6,2,28
2024-02-29,Digital_SPL,6,2,29
2024-02-29,Digital_SPL,6,2,30
2024-02-29,Digital_SPL,6,2,31
2024-02-29,Digital_SPL,6,2,32
2024-02-29,Digital_SPL,6,2,33
2024-02-29,Digital_SPL,6,2,34
2024-02-29,Digital_SPL,6,2,35
2024-02-29,Digital_SPL,6,2,36
2024-02-29,Digital_SPL,6,3,1
2024-02-29,Digital_SPL,6,3,2
2024-02-29,Digital_SPL,6,3,3
2024-02-29,Digital_SPL,6,3,4
2024-02-29,Digital_SPL,6,3,5
2024-02-29,Digital_SPL,6,3,6
2024-02-29,Digital_SPL,6,3,7
2024-02-29,Digital_SPL,6,3,8
2024-02-29,Digital_SPL,6,3,9
2024-02-29,Digital_SPL,6,3,10
2024-02-29,Digital_SPL,6,3,11
2024-02-29,Digital_SPL,6,3,12
2024-02-29,Digital_SPL,6,3,13
2024-02-29,Digital_SPL,6,3,14
2024-02-29,Digital_SPL,6,3,15
2024-02-29,Digital_SPL,6,3,16
2024-02-29,Digital_SPL,6,3,17
2024-02-29,Digital_SPL,6,3,18
2024-02-29,Digital_SPL,6,3,19
2024-02-29,Digital_SPL,6,3,20
2024-02-29,Digital_SPL,6,3,21
2024-02-29,Digital_SPL,6,3,22
2024-02-29,Digital_SPL,6,3,23
2024-02-29,Digital_SPL,6,3,24
2024-02-29,Digital_SPL,6,3,25
2024-02-29,Digital_SPL,6,3,26
2024-02-29,Digital_SPL,6,3,27
2024-02-29,Digital_SPL,6,3,28
2024-02-29,Digital_SPL,6,3,29
2024-02-29,Digital_SPL,6,3,30
2024-02-29,Digital_SPL,6,3,31
2024-02-29,Digital_SPL,6,3,32
2024-02-29,Digital_SPL,6,3,33
2024-02-29,Digital_SPL,6,3,34
2024-02-29,Digital_SPL,6,3,35
2024-02-29,Digital_SPL,6,3,36
2024-02-29,Digital_SPL,6,4,1
2024-02-29,Digital_SPL,6,4,2
2024-02-29,Digital_SPL,6,4,3
2024-02-29,Digital_SPL,6,4,4
2024-02-29,Digital_SPL,6,4,5
2024-02-29,Digital_SPL,6,4,6
2024-02-29,Digital_SPL,6,4,7
2024-02-29,Digital_SPL,6,4,8
2024-02-29,Digital_SPL,6,4,9
2024-02-29,Digital_SPL,6,4,10
2024-02-29,Digital_SPL,6,4,11
2024-02-29,Digital_SPL,6,4,12
2024-02-29,Digital_SPL,6,4,13
2024-02-29,Digital_SPL,6,4,14
2024-02-29,Digital_SPL,6,4,15
2024-02-29,Digital_SPL,6,4,16
2024-02-29,Digital_SPL,6,4,17
2024-02-29,Digital_SPL,6,4,18
2024-02-29,Digital_SPL,6,4,19
2024-02-29,Digital_SPL,6,4,20
2024-02-29,Digital_SPL,6,4,21
2024-02-29,Digital_SPL,6,4,22
2024-02-29,Digital_SPL,6,4,23
2024-02-29,Digital_SPL,6,4,24
2024-02-29,Digital_SPL,6,4,25
2024-02-29,Digital_SPL,6,4,26
2024-02-29,Digital_SPL,6,4,27
2024-02-29,Digital_SPL,6,4,28
2024-02-29,Digital_SPL,6,4,29
2024-02-29,Digital_SPL,6,4,30
2024-02-29,Digital_SPL,6,4,31
2024-02-29,Digital_SPL,6,4,32
2024-02-29,Digital_SPL,6,4,33
2024-02-29,Digital_SPL,6,4,34
2024-02-29,Digital_SPL,6,4,35
2024-02-29,Digital_SPL,6,4,36
2024-02-29,Digital_SPL,6,5,1
2024-02-29,Digital_SPL,6,5,2
2024-02-29,Digital_SPL,6,5,3
2024-02-29,Digital_SPL,6,5,4
2024-02-29,Digital_SPL,6,5,5
2024-02-29,Digital_SPL,6,5,6
2024-02-29,Digital_SPL,6,5,7
2024-02-29,Digital_SPL,6,5,8
2024-02-29,Digital_SPL,6,5,9
2024-02-29,Digital_SPL,6,5,10
2024-02-29,Digital_SPL,6,5,11
2024-02-29,Digital_SPL,6,5,12
2024-02-29,Digital_SPL,6,5,13
2024-02-29,Digital_SPL,6,5,14
2024-02-29,Digital_SPL,6,5,15
2024-02-29,Digital_SPL,6,5,16
2024-02-29,Digital_SPL,6,5,17
2024-02-29,Digital_SPL,6,5,18
2024-02-29,Digital_SPL,6,5,19
2024-02-29,Digital_SPL,6,5,20
2024-02-29,Digital_SPL,6,5,21
2024-02-29,Digital_SPL,6,5,22
2024-02-29,Digital_SPL,6,5,23
2024-02-29,Digital_SPL,6,5,24
2024-02-29,Digital_SPL,6,5,25
2024-02-29,Digital_SPL,6,5,26
2024-02-29,Digital_SPL,6,5,27
2024-02-29,Digital_SPL,6,5,28
2024-02-29,Digital_SPL,6,5,29
2024-02-29,Digital_SPL,6,5,30
2024-02-29,Digital_SPL,6,5,31
2024-02-29,Digital_SPL,6,5,32
2024-02-29,Digital_SPL,6,5,33
2024-02-29,Digital_SPL,6,5,34
2024-02-29,Digital_SPL,6,5,35
2024-02-29,Digital_SPL,6,5,36
2024-02-29,Digital_SPL,12,1,1
2024-02-29,Digital_SPL,12,1,2
2024-02-29,Digital_SPL,12,1,3
2024-02-29,Digital_SPL,12,1,4
2024-02-29,Digital_SPL,12,1,5
2024-02-29,Digital_SPL,12,1,6
2024-02-29,Digital_SPL,12,1,7
2024-02-29,Digital_SPL,12,1,8
2024-02-29,Digital_SPL,12,1,9
