date;GDP %;CPI;USDIDR;BIREPO;Unemp;USDIDRGrowth;GDP_Lag1Q;GDP_Lag2Q;GDP_Lag3Q;GDP_Lag4Q;CPI_Lag1Q;CPI_Lag2Q;CPI_Lag3Q;CPI_Lag4Q;USDIDR_Lag1Q;USDIDR_Lag2Q;USDIDR_Lag3Q;USDIDR_Lag4Q;BIREPO_Lag1Q;BIREPO_Lag2Q;BIREPO_Lag3Q;BIREPO_Lag4Q;UNEMP_Lag1Q;UNEMP_Lag2Q;UNEMP_Lag3Q;UNEMP_Lag4Q;USDIDRGROWTH_Lag1Q;USDIDRGROWTH_Lag2Q;USDIDRGROWTH_Lag3Q;USDIDRGROWTH_Lag4Q;D_GDP_Lag1Q;D_GDP_Lag2Q;D_GDP_Lag3Q;D_GDP_Lag4Q;D_CPI_Lag1Q;D_CPI_Lag2Q;D_CPI_Lag3Q;D_CPI_Lag4Q;D_USDIDR_Lag1Q;D_USDIDR_Lag2Q;D_USDIDR_Lag3Q;D_USDIDR_Lag4Q;D_BIREPO_Lag1Q;D_BIREPO_Lag2Q;D_BIREPO_Lag3Q;D_BIREPO_Lag4Q;D_UNEMP_Lag1Q;D_UNEMP_Lag2Q;D_UNEMP_Lag3Q;D_UNEMP_Lag4Q;D_USDIDRGROWTH_Lag1Q;D_USDIDRGROWTH_Lag2Q;D_USDIDRGROWTH_Lag3Q;D_USDIDRGROWTH_Lag4Q
37652;;8,74;8870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37680;;7,34;8884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37711;4,91;7,12;8902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37741;4,91;7,54;8675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37772;4,91;6,91;8310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37802;5,03;6,62;8275;;;;4,91;;;;7,12;;;;8902;;;;0;;;;0;;;;0;;;;0,12;;;;-0,5;;;;-627;;;;0;;;;0;;;;0;;;
37833;5,03;5,79;8510;;;;4,91;;;;7,54;;;;8675;;;;0;;;;0;;;;0;;;;0,12;;;;-1,75;;;;-165;;;;0;;;;0;;;;0;;;
37864;5,03;6,38;8485;;9,5;;4,91;;;;6,91;;;;8310;;;;0;;;;0;;;;0;;;;0,12;;;;-0,53;;;;175;;;;0;;;;9,5;;;;0;;;
37894;4,56;6,2;8395;;9,5;;5,03;4,91;;;6,62;7,12;;;8275;8902;;;0;0;;;0;0;;;0;0;;;-0,47;-0,35;;;-0,42;-0,92;;;120;-507;;;0;0;;;9,5;9,5;;;0;0;;
37925;4,56;6,22;8497;;9,5;;5,03;4,91;;;5,79;7,54;;;8510;8675;;;0;0;;;0;0;;;0;0;;;-0,47;-0,35;;;0,43;-1,32;;;-13;-178;;;0;0;;;9,5;9,5;;;0;0;;
37955;4,56;5,33;8505;;9,5;;5,03;4,91;;;6,38;6,91;;;8485;8310;;;0;0;;;9,5;0;;;0;0;;;-0,47;-0,35;;;-1,05;-1,58;;;20;195;;;0;0;;;0;9,5;;;0;0;;
37986;4,63;5,06;8420;;9,5;;4,56;5,03;4,91;;6,2;6,62;7,12;;8395;8275;8902;;0;0;0;;9,5;0;0;;0;0;0;;0,07;-0,4;-0,28;;-1,14;-1,56;-2,06;;25;145;-482;;0;0;0;;0;9,5;9,5;;0;0;0;
38017;4,63;4,82;8457;;9,5;-0,046561443;4,56;5,03;4,91;;6,22;5,79;7,54;;8497;8510;8675;;0;0;0;;9,5;0;0;;0;0;0;;0,07;-0,4;-0,28;;-1,4;-0,97;-2,72;;-40;-53;-218;;0;0;0;;0;9,5;9,5;;-0,046561443;-0,046561443;-0,046561443;
38046;4,63;4,6;8453;;9,5;-0,048514183;4,56;5,03;4,91;;5,33;6,38;6,91;;8505;8485;8310;;0;0;0;;9,5;9,5;0;;0;0;0;;0,07;-0,4;-0,28;;-0,73;-1,78;-2,31;;-52;-32;143;;0;0;0;;0;0;9,5;;-0,048514183;-0,048514183;-0,048514183;
38077;4,1;5,11;8564;;9,5;-0,037968996;4,63;4,56;5,03;4,91;5,06;6,2;6,62;7,12;8420;8395;8275;8902;0;0;0;0;9,5;9,5;0;0;0;0;0;0;-0,53;-0,46;-0,93;-0,81;0,05;-1,09;-1,51;-2,01;144;169;289;-338;0;0;0;0;0;0;9,5;9,5;-0,037968996;-0,037968996;-0,037968996;-0,037968996
38107;4,1;5,92;8705;;9,5;0,003458213;4,63;4,56;5,03;4,91;4,82;6,22;5,79;7,54;8457;8497;8510;8675;0;0;0;0;9,5;9,5;0;0;-0,046561443;0;0;0;-0,53;-0,46;-0,93;-0,81;1,1;-0,3;0,13;-1,62;248;208;195;30;0;0;0;0;0;0;9,5;9,5;0,050019656;0,003458213;0,003458213;0,003458213
38138;4,1;6,47;9268;;9,5;0,115282792;4,63;4,56;5,03;4,91;4,6;5,33;6,38;6,91;8453;8505;8485;8310;0;0;0;0;9,5;9,5;9,5;0;-0,048514183;0;0;0;-0,53;-0,46;-0,93;-0,81;1,87;1,14;0,09;-0,44;815;763;783;958;0;0;0;0;0;0;0;9,5;0,163796975;0,115282792;0,115282792;0,115282792
38168;4,39;6,83;9400;;9,5;0,135951662;4,1;4,63;4,56;5,03;5,11;5,06;6,2;6,62;8564;8420;8395;8275;0;0;0;0;9,5;9,5;9,5;0;-0,037968996;0;0;0;0,29;-0,24;-0,17;-0,64;1,72;1,77;0,63;0,21;836;980;1005;1125;0;0;0;0;0;0;0;9,5;0,173920657;0,135951662;0,135951662;0,135951662
38199;4,39;7,2;9130;;9,5;0,072855464;4,1;4,63;4,56;5,03;5,92;4,82;6,22;5,79;8705;8457;8497;8510;0;0;0;0;9,5;9,5;9,5;0;0,003458213;-0,046561443;0;0;0,29;-0,24;-0,17;-0,64;1,28;2,38;0,98;1,41;425;673;633;620;0;0;0;0;0;0;0;9,5;0,069397251;0,119416907;0,072855464;0,072855464
38230;4,39;6,67;9370;;9,9;0,104301709;4,1;4,63;4,56;5,03;6,47;4,6;5,33;6,38;9268;8453;8505;8485;0;0;0;0;9,5;9,5;9,5;9,5;0,115282792;-0,048514183;0;0;0,29;-0,24;-0,17;-0,64;0,2;2,07;1,34;0,29;102;917;865;885;0;0;0;0;0,4;0,4;0,4;0,4;-0,010981083;0,152815892;0,104301709;0,104301709
38260;4,5;6,27;9155;;9,9;0,090530077;4,39;4,1;4,63;4,56;6,83;5,11;5,06;6,2;9400;8564;8420;8395;0;0;0;0;9,5;9,5;9,5;9,5;0,135951662;-0,037968996;0;0;0,11;0,4;-0,13;-0,06;-0,56;1,16;1,21;0,07;-245;591;735;760;0;0;0;0;0,4;0,4;0,4;0,4;-0,045421584;0,128499073;0,090530077;0,090530077
38291;4,5;6,22;9088;;9,9;0,06955396;4,39;4,1;4,63;4,56;7,2;5,92;4,82;6,22;9130;8705;8457;8497;0;0;0;0;9,5;9,5;9,5;9,5;0,072855464;0,003458213;-0,046561443;0;0,11;0,4;-0,13;-0,06;-0,98;0,3;1,4;0;-42;383;631;591;0;0;0;0;0,4;0,4;0,4;0,4;-0,003301504;0,066095747;0,116115403;0,06955396
38321;4,5;6,18;9000;;9,9;0,058201058;4,39;4,1;4,63;4,56;6,67;6,47;4,6;5,33;9370;9268;8453;8505;0;0;0;0;9,9;9,5;9,5;9,5;0,104301709;0,115282792;-0,048514183;0;0,11;0,4;-0,13;-0,06;-0,49;-0,29;1,58;0,85;-370;-268;547;495;0;0;0;0;0;0,4;0,4;0,4;-0,046100651;-0,057081734;0,106715241;0,058201058
38352;7,16;6,4;9270;;9,9;0,100950119;4,5;4,39;4,1;4,63;6,27;6,83;5,11;5,06;9155;9400;8564;8420;0;0;0;0;9,9;9,5;9,5;9,5;0,090530077;0,135951662;-0,037968996;0;2,66;2,77;3,06;2,53;0,13;-0,43;1,29;1,34;115;-130;706;850;0;0;0;0;0;0,4;0,4;0,4;0,010420041;-0,035001543;0,138919114;0,100950119
38383;7,16;7,32;9161;;9,9;0,083244649;4,5;4,39;4,1;4,63;6,22;7,2;5,92;4,82;9088;9130;8705;8457;0;0;0;0;9,9;9,5;9,5;9,5;0,06955396;0,072855464;0,003458213;-0,046561443;2,66;2,77;3,06;2,53;1,1;0,12;1,4;2,5;73;31;456;704;0;0;0;0;0;0,4;0,4;0,4;0,013690689;0,010389185;0,079786436;0,129806092
38411;7,16;7,15;9285;;10,26;0,098426594;4,5;4,39;4,1;4,63;6,18;6,67;6,47;4,6;9000;9370;9268;8453;0;0;0;0;9,9;9,9;9,5;9,5;0,058201058;0,104301709;0,115282792;-0,048514183;2,66;2,77;3,06;2,53;0,97;0,48;0,68;2,55;285;-85;17;832;0;0;0;0;0,36;0,36;0,76;0,76;0,040225536;-0,005875115;-0,016856198;0,146940777
38442;5,96;8,81;9465;;10,26;0,105207847;7,16;4,5;4,39;4,1;6,4;6,27;6,83;5,11;9270;9155;9400;8564;0;0;0;0;9,9;9,9;9,5;9,5;0,100950119;0,090530077;0,135951662;-0,037968996;-1,2;1,46;1,57;1,86;2,41;2,54;1,98;3,7;195;310;65;901;0;0;0;0;0,36;0,36;0,76;0,76;0,004257728;0,014677769;-0,030743815;0,143176843
38472;5,96;8,12;9570;;10,26;0,099368179;7,16;4,5;4,39;4,1;7,32;6,22;7,2;5,92;9161;9088;9130;8705;0;0;0;0;9,9;9,9;9,5;9,5;0,083244649;0,06955396;0,072855464;0,003458213;-1,2;1,46;1,57;1,86;0,8;1,9;0,92;2,2;409;482;440;865;0;0;0;0;0,36;0,36;0,76;0,76;0,01612353;0,029814219;0,026512715;0,095909966
38503;5,96;7,4;9518;;10,26;0,026974536;7,16;4,5;4,39;4,1;7,15;6,18;6,67;6,47;9285;9000;9370;9268;0;0;0;0;10,26;9,9;9,9;9,5;0,098426594;0,058201058;0,104301709;0,115282792;-1,2;1,46;1,57;1,86;0,25;1,22;0,73;0,93;233;518;148;250;0;0;0;0;0;0,36;0,36;0,76;-0,071452058;-0,031226522;-0,077327173;-0,088308256
38533;5,87;7,42;9760;;10,26;0,038297872;5,96;7,16;4,5;4,39;8,81;6,4;6,27;6,83;9465;9270;9155;9400;0;0;0;0;10,26;9,9;9,9;9,5;0,105207847;0,100950119;0,090530077;0,135951662;-0,09;-1,29;1,37;1,48;-1,39;1,02;1,15;0,59;295;490;605;360;0;0;0;0;0;0,36;0,36;0,76;-0,066909974;-0,062652246;-0,052232205;-0,097653789
38564;5,87;7,84;9805;;10,26;0,073932092;5,96;7,16;4,5;4,39;8,12;7,32;6,22;7,2;9570;9161;9088;9130;0;0;0;0;10,26;9,9;9,9;9,5;0,099368179;0,083244649;0,06955396;0,072855464;-0,09;-1,29;1,37;1,48;-0,28;0,52;1,62;0,64;235;644;717;675;0;0;0;0;0;0,36;0,36;0,76;-0,025436087;-0,009312557;0,004378132;0,001076628
38595;5,87;8,3;10300;;10,26;0,099252935;5,96;7,16;4,5;4,39;7,4;7,15;6,18;6,67;9518;9285;9000;9370;0;0;0;0;10,26;10,26;9,9;9,9;0,026974536;0,098426594;0,058201058;0,104301709;-0,09;-1,29;1,37;1,48;0,9;1,15;2,12;1,63;782;1015;1300;930;0;0;0;0;0;0;0,36;0,36;0,072278399;0,000826341;0,041051877;-0,005048774
38625;5,84;9,1;10300;;10,26;0,125068269;5,87;5,96;7,16;4,5;7,42;8,81;6,4;6,27;9760;9465;9270;9155;0;0;0;0;10,26;10,26;9,9;9,9;0,038297872;0,105207847;0,100950119;0,090530077;-0,03;-0,12;-1,32;1,34;1,68;0,29;2,7;2,83;540;835;1030;1145;0;0;0;0;0;0;0,36;0,36;0,086770396;0,019860422;0,02411815;0,034538191
38656;5,84;17,89;10123;;10,26;0,113886444;5,87;5,96;7,16;4,5;7,84;8,12;7,32;6,22;9805;9570;9161;9088;0;0;0;0;10,26;10,26;9,9;9,9;0,073932092;0,099368179;0,083244649;0,06955396;-0,03;-0,12;-1,32;1,34;10,05;9,77;10,57;11,67;318;553;962;1035;0;0;0;0;0;0;0,36;0,36;0,039954352;0,014518264;0,030641794;0,044332483
38686;5,84;18,4;10025;;11,24;0,113888889;5,87;5,96;7,16;4,5;8,3;7,4;7,15;6,18;10300;9518;9285;9000;0;0;0;0;10,26;10,26;10,26;9,9;0,099252935;0,026974536;0,098426594;0,058201058;-0,03;-0,12;-1,32;1,34;10,1;11;11,25;12,22;-275;507;740;1025;0;0;0;0;0,98;0,98;0,98;1,34;0,014635954;0,086914353;0,015462295;0,055687831
38717;5,11;17,1;9830;;11,24;0,060409924;5,84;5,87;5,96;7,16;9,1;7,42;8,81;6,4;10300;9760;9465;9270;0;0;0;0;10,26;10,26;10,26;9,9;0,125068269;0,038297872;0,105207847;0,100950119;-0,73;-0,76;-0,85;-2,05;8;9,68;8,29;10,7;-470;70;365;560;0;0;0;0;0,98;0,98;0,98;1,34;-0,064658344;0,022112052;-0,044797922;-0,040540194
38748;5,11;17,03;9370;;11,24;0,022814103;5,84;5,87;5,96;7,16;17,89;7,84;8,12;7,32;10123;9805;9570;9161;0;0;0;0;10,26;10,26;10,26;9,9;0,113886444;0,073932092;0,099368179;0,083244649;-0,73;-0,76;-0,85;-2,05;-0,86;9,19;8,91;9,71;-753;-435;-200;209;0;0;0;0;0,98;0,98;0,98;1,34;-0,09107234;-0,051117989;-0,076554076;-0,060430546
38776;5,11;17,9;9183;;10,45;-0,01098546;5,84;5,87;5,96;7,16;18,4;8,3;7,4;7,15;10025;10300;9518;9285;0;0;0;0;11,24;10,26;10,26;10,26;0,113888889;0,099252935;0,026974536;0,098426594;-0,73;-0,76;-0,85;-2,05;-0,5;9,6;10,5;10,75;-842;-1117;-335;-102;0;0;0;0;-0,79;0,19;0,19;0,19;-0,124874349;-0,110238395;-0,037959996;-0,109412055
38807;5,13;15,74;9070;;10,45;-0,041732699;5,11;5,84;5,87;5,96;17,1;9,1;7,42;8,81;9830;10300;9760;9465;0;0;0;0;11,24;10,26;10,26;10,26;0,060409924;0,125068269;0,038297872;0,105207847;0,02;-0,71;-0,74;-0,83;-1,36;6,64;8,32;6,93;-760;-1230;-690;-395;0;0;0;0;-0,79;0,19;0,19;0,19;-0,102142624;-0,166800968;-0,080030572;-0,146940546
38837;5,13;15,4;8785;;10,45;-0,082027168;5,11;5,84;5,87;5,96;17,03;17,89;7,84;8,12;9370;10123;9805;9570;0;0;0;0;11,24;10,26;10,26;10,26;0,022814103;0,113886444;0,073932092;0,099368179;0,02;-0,71;-0,74;-0,83;-1,63;-2,49;7,56;7,28;-585;-1338;-1020;-785;0;0;0;0;-0,79;0,19;0,19;0,19;-0,104841271;-0,195913612;-0,15595926;-0,181395347
38868;5,13;15,6;9255;;10,45;-0,027631855;5,11;5,84;5,87;5,96;17,9;18,4;8,3;7,4;9183;10025;10300;9518;0;0;0;0;10,45;11,24;10,26;10,26;-0,01098546;0,113888889;0,099252935;0,026974536;0,02;-0,71;-0,74;-0,83;-2,3;-2,8;7,3;8,2;72;-770;-1045;-263;0;0;0;0;0;-0,79;0,19;0,19;-0,016646395;-0,141520744;-0,12688479;-0,054606391
38898;4,93;15,53;9263;;10,45;-0,050922131;5,13;5,11;5,84;5,87;15,74;17,1;9,1;7,42;9070;9830;10300;9760;0;0;0;0;10,45;11,24;10,26;10,26;-0,041732699;0,060409924;0,125068269;0,038297872;-0,2;-0,18;-0,91;-0,94;-0,21;-1,57;6,43;8,11;193;-567;-1037;-497;0;0;0;0;0;-0,79;0,19;0,19;-0,009189432;-0,111332056;-0,1759904;-0,089220003
38929;4,93;15,15;9073;;10,45;-0,074655788;5,13;5,11;5,84;5,87;15,4;17,03;17,89;7,84;8785;9370;10123;9805;0;0;0;0;10,45;11,24;10,26;10,26;-0,082027168;0,022814103;0,113886444;0,073932092;-0,2;-0,18;-0,91;-0,94;-0,25;-1,88;-2,74;7,31;288;-297;-1050;-732;0;0;0;0;0;-0,79;0,19;0,19;0,00737138;-0,097469891;-0,188542232;-0,14858788
38960;4,93;14,9;9111;;10,28;-0,115436893;5,13;5,11;5,84;5,87;15,6;17,9;18,4;8,3;9255;9183;10025;10300;0;0;0;0;10,45;10,45;11,24;10,26;-0,027631855;-0,01098546;0,113888889;0,099252935;-0,2;-0,18;-0,91;-0,94;-0,7;-3;-3,5;6,6;-144;-72;-914;-1189;0;0;0;0;-0,17;-0,17;-0,96;0,02;-0,087805038;-0,104451433;-0,229325782;-0,214689828
38990;5,86;14,55;9223;;10,28;-0,104563107;4,93;5,13;5,11;5,84;15,53;15,74;17,1;9,1;9263;9070;9830;10300;0;0;0;0;10,45;10,45;11,24;10,26;-0,050922131;-0,041732699;0,060409924;0,125068269;0,93;0,73;0,75;0,02;-0,98;-1,19;-2,55;5,45;-40;153;-607;-1077;0;0;0;0;-0,17;-0,17;-0,96;0,02;-0,053640976;-0,062830407;-0,164973031;-0,229631376
39021;5,86;6,29;9115;;10,28;-0,099575225;4,93;5,13;5,11;5,84;15,15;15,4;17,03;17,89;9073;8785;9370;10123;0;0;0;0;10,45;10,45;11,24;10,26;-0,074655788;-0,082027168;0,022814103;0,113886444;0,93;0,73;0,75;0,02;-8,86;-9,11;-10,74;-11,6;42;330;-255;-1008;0;0;0;0;-0,17;-0,17;-0,96;0,02;-0,024919437;-0,017548057;-0,122389328;-0,213461668
39051;5,86;5,27;9169;;10,28;-0,085386534;4,93;5,13;5,11;5,84;14,9;15,6;17,9;18,4;9111;9255;9183;10025;0;0;0;0;10,28;10,45;10,45;11,24;-0,115436893;-0,027631855;-0,01098546;0,113888889;0,93;0,73;0,75;0,02;-9,63;-10,33;-12,63;-13,13;58;-86;-14;-856;0;0;0;0;0;-0,17;-0,17;-0,96;0,03005036;-0,057754678;-0,074401073;-0,199275423
39082;6,06;6,6;8995;;10,28;-0,084944049;5,86;4,93;5,13;5,11;14,55;15,53;15,74;17,1;9223;9263;9070;9830;0;0;0;0;10,28;10,45;10,45;11,24;-0,104563107;-0,050922131;-0,041732699;0,060409924;0,2;1,13;0,93;0,95;-7,95;-8,93;-9,14;-10,5;-228;-268;-75;-835;0;0;0;0;0;-0,17;-0,17;-0,96;0,019619058;-0,034021918;-0,043211349;-0,145353973
39113;6,06;6,26;9097;;10,28;-0,029135539;5,86;4,93;5,13;5,11;6,29;15,15;15,4;17,03;9115;9073;8785;9370;0;0;0;0;10,28;10,45;10,45;11,24;-0,099575225;-0,074655788;-0,082027168;0,022814103;0,2;1,13;0,93;0,95;-0,03;-8,89;-9,14;-10,77;-18;24;312;-273;0;0;0;0;0;-0,17;-0,17;-0,96;0,070439686;0,045520249;0,052891629;-0,051949642
39141;6,06;6,3;9153;;9,75;-0,003266906;5,86;4,93;5,13;5,11;5,27;14,9;15,6;17,9;9169;9111;9255;9183;0;0;0;0;10,28;10,28;10,45;10,45;-0,085386534;-0,115436893;-0,027631855;-0,01098546;0,2;1,13;0,93;0,95;1,03;-8,6;-9,3;-11,6;-16;42;-102;-30;0;0;0;0;-0,53;-0,53;-0,7;-0,7;0,082119627;0,112169987;0,024364949;0,007718554
39172;6,06;6,52;9136;;9,75;0,007276736;6,06;5,86;4,93;5,13;6,6;14,55;15,53;15,74;8995;9223;9263;9070;0;0;0;0;10,28;10,28;10,45;10,45;-0,084944049;-0,104563107;-0,050922131;-0,041732699;0;0,2;1,13;0,93;-0,08;-8,03;-9,01;-9,22;141;-87;-127;66;0;0;0;0;-0,53;-0,53;-0,7;-0,7;0,092220785;0,111839843;0,058198868;0,049009436
39202;6,06;6,29;9085;;9,75;0,034149118;6,06;5,86;4,93;5,13;6,26;6,29;15,15;15,4;9097;9115;9073;8785;0;0;0;0;10,28;10,28;10,45;10,45;-0,029135539;-0,099575225;-0,074655788;-0,082027168;0;0,2;1,13;0,93;0,03;0;-8,86;-9,11;-12;-30;12;300;0;0;0;0;-0,53;-0,53;-0,7;-0,7;0,063284657;0,133724343;0,108804906;0,116176286
39233;6,06;6,01;8835;;9,75;-0,045380875;6,06;5,86;4,93;5,13;6,3;5,27;14,9;15,6;9153;9169;9111;9255;0;0;0;0;9,75;10,28;10,28;10,45;-0,003266906;-0,085386534;-0,115436893;-0,027631855;0;0,2;1,13;0,93;-0,29;0,74;-8,89;-9,59;-318;-334;-276;-420;0;0;0;0;0;-0,53;-0,53;-0,7;-0,042113969;0,040005658;0,070056018;-0,01774902
39263;6,73;5,77;9045;;9,75;-0,023534492;6,06;6,06;5,86;4,93;6,52;6,6;14,55;15,53;9136;8995;9223;9263;0;0;0;0;9,75;10,28;10,28;10,45;0,007276736;-0,084944049;-0,104563107;-0,050922131;0,67;0,67;0,87;1,8;-0,75;-0,83;-8,78;-9,76;-91;50;-178;-218;0;0;0;0;0;-0,53;-0,53;-0,7;-0,030811229;0,061409557;0,081028615;0,027387639
39294;6,73;6,06;9189;;9,75;0,012785187;6,06;6,06;5,86;4,93;6,29;6,26;6,29;15,15;9085;9097;9115;9073;0;0;0;0;9,75;10,28;10,28;10,45;0,034149118;-0,029135539;-0,099575225;-0,074655788;0,67;0,67;0,87;1,8;-0,23;-0,2;-0,23;-9,09;104;92;74;116;0;0;0;0;0;-0,53;-0,53;-0,7;-0,021363931;0,041920726;0,112360412;0,087440975
39325;6,73;6,51;9395;;9,11;0,031171112;6,06;6,06;5,86;4,93;6,01;6,3;5,27;14,9;8835;9153;9169;9111;0;0;0;0;9,75;9,75;10,28;10,28;-0,045380875;-0,003266906;-0,085386534;-0,115436893;0,67;0,67;0,87;1,8;0,5;0,21;1,24;-8,39;560;242;226;284;0;0;0;0;-0,64;-0,64;-1,17;-1,17;0,076551987;0,034438018;0,116557646;0,146608005
39355;6,74;6,95;9150;;9,11;-0,007914995;6,73;6,06;6,06;5,86;5,77;6,52;6,6;14,55;9045;9136;8995;9223;0;0;0;0;9,75;9,75;10,28;10,28;-0,023534492;0,007276736;-0,084944049;-0,104563107;0,01;0,68;0,68;0,88;1,18;0,43;0,35;-7,6;105;14;155;-73;0;0;0;0;-0,64;-0,64;-1,17;-1,17;0,015619497;-0,015191732;0,077029054;0,096648112
39386;6,74;6,88;9099;;9,11;-0,001755348;6,73;6,06;6,06;5,86;6,06;6,29;6,26;6,29;9189;9085;9097;9115;0;0;0;0;9,75;9,75;10,28;10,28;0,012785187;0,034149118;-0,029135539;-0,099575225;0,01;0,68;0,68;0,88;0,82;0,59;0,62;0,59;-90;14;2;-16;0;0;0;0;-0,64;-0,64;-1,17;-1,17;-0,014540535;-0,035904466;0,027380191;0,097819876
39416;6,74;6,71;9372;;9,11;0,022139819;6,73;6,06;6,06;5,86;6,51;6,01;6,3;5,27;9395;8835;9153;9169;0;0;0;0;9,11;9,75;9,75;10,28;0,031171112;-0,045380875;-0,003266906;-0,085386534;0,01;0,68;0,68;0,88;0,2;0,7;0,41;1,44;-23;537;219;203;0;0;0;0;0;-0,64;-0,64;-1,17;-0,009031293;0,067520694;0,025406725;0,107526353
39447;5,84;6,59;9393;;9,11;0,044246804;6,74;6,73;6,06;6,06;6,95;5,77;6,52;6,6;9150;9045;9136;8995;0;0;0;0;9,11;9,75;9,75;10,28;-0,007914995;-0,023534492;0,007276736;-0,084944049;-0,9;-0,89;-0,22;-0,22;-0,36;0,82;0,07;-0,01;243;348;257;398;0;0;0;0;0;-0,64;-0,64;-1,17;0,052161799;0,067781296;0,036970067;0,129190853
39478;5,84;7,36;9267;;9,11;0,018687479;6,74;6,73;6,06;6,06;6,88;6,06;6,29;6,26;9099;9189;9085;9097;0;0;0;0;9,11;9,75;9,75;10,28;-0,001755348;0,012785187;0,034149118;-0,029135539;-0,9;-0,89;-0,22;-0,22;0,48;1,3;1,07;1,1;168;78;182;170;0;0;0;0;0;-0,64;-0,64;-1,17;0,020442828;0,005902293;-0,015461638;0,047823018
39507;5,84;7,4;9071;;8,46;-0,008958811;6,74;6,73;6,06;6,06;6,71;6,51;6,01;6,3;9372;9395;8835;9153;0;0;0;0;9,11;9,11;9,75;9,75;0,022139819;0,031171112;-0,045380875;-0,003266906;-0,9;-0,89;-0,22;-0,22;0,69;0,89;1,39;1,1;-301;-324;236;-82;0;0;0;0;-0,65;-0,65;-1,29;-1,29;-0,03109863;-0,040129923;0,036422064;-0,005691905
39538;6,22;8,17;9229;;8,46;0,01017951;5,84;6,74;6,73;6,06;6,59;6,95;5,77;6,52;9393;9150;9045;9136;0;0;0;0;9,11;9,11;9,75;9,75;0,044246804;-0,007914995;-0,023534492;0,007276736;0,38;-0,52;-0,51;0,16;1,58;1,22;2,4;1,65;-164;79;184;93;0;0;0;0;-0,65;-0,65;-1,29;-1,29;-0,034067294;0,018094505;0,033714002;0,002902773
39568;6,22;8,96;9232;;8,46;0,016180517;5,84;6,74;6,73;6,06;7,36;6,88;6,06;6,29;9267;9099;9189;9085;0;0;0;0;9,11;9,11;9,75;9,75;0,018687479;-0,001755348;0,012785187;0,034149118;0,38;-0,52;-0,51;0,16;1,6;2,08;2,9;2,67;-35;133;43;147;0;0;0;0;-0,65;-0,65;-1,29;-1,29;-0,002506962;0,017935866;0,003395331;-0,0179686
39599;6,22;10,38;9315;;8,46;0,054329372;5,84;6,74;6,73;6,06;7,4;6,71;6,51;6,01;9071;9372;9395;8835;0;0;0;0;8,46;9,11;9,11;9,75;-0,008958811;0,022139819;0,031171112;-0,045380875;0,38;-0,52;-0,51;0,16;2,98;3,67;3,87;4,37;244;-57;-80;480;0;0;0;0;0;-0,65;-0,65;-1,29;0,063288183;0,032189553;0,02315826;0,099710247
39629;6,3;11,03;9228;;8,46;0,020232172;6,22;5,84;6,74;6,73;8,17;6,59;6,95;5,77;9229;9393;9150;9045;0;0;0;0;8,46;9,11;9,11;9,75;0,01017951;0,044246804;-0,007914995;-0,023534492;0,08;0,46;-0,44;-0,43;2,86;4,44;4,08;5,26;-1;-165;78;183;0;0;0;0;0;-0,65;-0,65;-1,29;0,010052663;-0,024014631;0,028147168;0,043766665
