date;GDP %;CPI;USDIDR;BIREPO;Unemp;USDIDRGrowth;GDP_Lag1Q;GDP_Lag2Q;GDP_Lag3Q;GDP_Lag4Q;CPI_Lag1Q;CPI_Lag2Q;CPI_Lag3Q;CPI_Lag4Q;USDIDR_Lag1Q;USDIDR_Lag2Q;USDIDR_Lag3Q;USDIDR_Lag4Q;BIREPO_Lag1Q;BIREPO_Lag2Q;BIREPO_Lag3Q;BIREPO_Lag4Q;UNEMP_Lag1Q;UNEMP_Lag2Q;UNEMP_Lag3Q;UNEMP_Lag4Q;USDIDRGROWTH_Lag1Q;USDIDRGROWTH_Lag2Q;USDIDRGROWTH_Lag3Q;USDIDRGROWTH_Lag4Q;D_GDP_Lag1Q;D_GDP_Lag2Q;D_GDP_Lag3Q;D_GDP_Lag4Q;D_CPI_Lag1Q;D_CPI_Lag2Q;D_CPI_Lag3Q;D_CPI_Lag4Q;D_USDIDR_Lag1Q;D_USDIDR_Lag2Q;D_USDIDR_Lag3Q;D_USDIDR_Lag4Q;D_BIREPO_Lag1Q;D_BIREPO_Lag2Q;D_BIREPO_Lag3Q;D_BIREPO_Lag4Q;D_UNEMP_Lag1Q;D_UNEMP_Lag2Q;D_UNEMP_Lag3Q;D_UNEMP_Lag4Q;D_USDIDRGROWTH_Lag1Q;D_USDIDRGROWTH_Lag2Q;D_USDIDRGROWTH_Lag3Q;D_USDIDRGROWTH_Lag4Q
39660;6,3;11,9;9098;;8,46;-0,009903145;6,22;5,84;6,74;6,73;8,96;7,36;6,88;6,06;9232;9267;9099;9189;0;0;0;0;8,46;9,11;9,11;9,75;0,016180517;0,018687479;-0,001755348;0,012785187;0,08;0,46;-0,44;-0,43;2,94;4,54;5,02;5,84;-134;-169;-1;-91;0;0;0;0;0;-0,65;-0,65;-1,29;-0,026083662;-0,028590624;-0,008147797;-0,022688332
39691;6,3;11,85;9153;;8,39;-0,025758382;6,22;5,84;6,74;6,73;10,38;7,4;6,71;6,51;9315;9071;9372;9395;0;0;0;0;8,46;8,46;9,11;9,11;0,054329372;-0,008958811;0,022139819;0,031171112;0,08;0,46;-0,44;-0,43;1,47;4,45;5,14;5,34;-162;82;-219;-242;0;0;0;0;-0,07;-0,07;-0,72;-0,72;-0,080087754;-0,016799571;-0,047898201;-0,056929494
39721;6,25;12,14;9506;;8,39;0,038907104;6,3;6,22;5,84;6,74;11,03;8,17;6,59;6,95;9228;9229;9393;9150;0;0;0;0;8,46;8,46;9,11;9,11;0,020232172;0,01017951;0,044246804;-0,007914995;-0,05;0,03;0,41;-0,49;1,11;3,97;5,55;5,19;278;277;113;356;0;0;0;0;-0,07;-0,07;-0,72;-0,72;0,018674931;0,028727594;-0,0053397;0,046822099
39752;6,25;11,77;11050;;8,39;0,214419167;6,3;6,22;5,84;6,74;11,9;8,96;7,36;6,88;9098;9232;9267;9099;0;0;0;0;8,46;8,46;9,11;9,11;-0,009903145;0,016180517;0,018687479;-0,001755348;-0,05;0,03;0,41;-0,49;-0,13;2,81;4,41;4,89;1952;1818;1783;1951;0;0;0;0;-0,07;-0,07;-0,72;-0,72;0,224322312;0,19823865;0,195731688;0,216174515
39782;6,25;11,68;12360;;8,39;0,318822023;6,3;6,22;5,84;6,74;11,85;10,38;7,4;6,71;9153;9315;9071;9372;0;0;0;0;8,39;8,46;8,46;9,11;-0,025758382;0,054329372;-0,008958811;0,022139819;-0,05;0,03;0,41;-0,49;-0,17;1,3;4,28;4,97;3207;3045;3289;2988;0;0;0;0;0;-0,07;-0,07;-0,72;0,344580405;0,264492651;0,327780834;0,296682204
39813;5,28;11,06;11120;;8,39;0,183860322;6,25;6,3;6,22;5,84;12,14;11,03;8,17;6,59;9506;9228;9229;9393;0;0;0;0;8,39;8,46;8,46;9,11;0,038907104;0,020232172;0,01017951;0,044246804;-0,97;-1,02;-0,94;-0,56;-1,08;0,03;2,89;4,47;1614;1892;1891;1727;0;0;0;0;0;-0,07;-0,07;-0,72;0,144953218;0,163628149;0,173680812;0,139613518
39844;5,28;9,17;11375;;8,39;0,227473832;6,25;6,3;6,22;5,84;11,77;11,9;8,96;7,36;11050;9098;9232;9267;0;0;0;0;8,39;8,46;8,46;9,11;0,214419167;-0,009903145;0,016180517;0,018687479;-0,97;-1,02;-0,94;-0,56;-2,6;-2,73;0,21;1,81;325;2277;2143;2108;0;0;0;0;0;-0,07;-0,07;-0,72;0,013054665;0,237376977;0,211293315;0,208786352
39872;5,28;8,6;12000;;8,14;0,322897145;6,25;6,3;6,22;5,84;11,68;11,85;10,38;7,4;12360;9153;9315;9071;0;0;0;0;8,39;8,39;8,46;8,46;0,318822023;-0,025758382;0,054329372;-0,008958811;-0,97;-1,02;-0,94;-0,56;-3,08;-3,25;-1,78;1,2;-360;2847;2685;2929;0;0;0;0;-0,25;-0,25;-0,32;-0,32;0,004075122;0,348655527;0,268567773;0,331855956
39903;4,52;7,92;11700;;8,14;0,267742984;5,28;6,25;6,3;6,22;11,06;12,14;11,03;8,17;11120;9506;9228;9229;0;0;0;0;8,39;8,39;8,46;8,46;0,183860322;0,038907104;0,020232172;0,01017951;-0,76;-1,73;-1,78;-1,7;-3,14;-4,22;-3,11;-0,25;580;2194;2472;2471;0;0;0;0;-0,25;-0,25;-0,32;-0,32;0,083882663;0,22883588;0,247510812;0,257563474
39933;4,52;7,31;10625;;8,14;0,150888215;5,28;6,25;6,3;6,22;9,17;11,77;11,9;8,96;11375;11050;9098;9232;0;0;0;0;8,39;8,39;8,46;8,46;0,227473832;0,214419167;-0,009903145;0,016180517;-0,76;-1,73;-1,78;-1,7;-1,86;-4,46;-4,59;-1,65;-750;-425;1527;1393;0;0;0;0;-0,25;-0,25;-0,32;-0,32;-0,076585617;-0,063530952;0,16079136;0,134707698
39964;4,52;6,04;10295;;8,14;0,105206656;5,28;6,25;6,3;6,22;8,6;11,68;11,85;10,38;12000;12360;9153;9315;0;0;0;0;8,14;8,39;8,39;8,46;0,322897145;0,318822023;-0,025758382;0,054329372;-0,76;-1,73;-1,78;-1,7;-2,56;-5,64;-5,81;-4,34;-1705;-2065;1142;980;0;0;0;0;0;-0,25;-0,25;-0,32;-0,217690489;-0,213615367;0,130965038;0,050877284
39994;4,14;3,65;10208;;8,14;0,106198526;4,52;5,28;6,25;6,3;7,92;11,06;12,14;11,03;11700;11120;9506;9228;0;0;0;0;8,14;8,39;8,39;8,46;0,267742984;0,183860322;0,038907104;0,020232172;-0,38;-1,14;-2,11;-2,16;-4,27;-7,41;-8,49;-7,38;-1492;-912;702;980;0;0;0;0;0;-0,25;-0,25;-0,32;-0,161544458;-0,077661795;0,067291422;0,085966354
40025;4,14;2,71;9928;;8,14;0,091228842;4,52;5,28;6,25;6,3;7,31;9,17;11,77;11,9;10625;11375;11050;9098;0;0;0;0;8,14;8,39;8,39;8,46;0,150888215;0,227473832;0,214419167;-0,009903145;-0,38;-1,14;-2,11;-2,16;-4,6;-6,46;-9,06;-9,19;-697;-1447;-1122;830;0;0;0;0;0;-0,25;-0,25;-0,32;-0,059659373;-0,13624499;-0,123190325;0,101131987
40056;4,14;2,75;10105;;7,87;0,104009614;4,52;5,28;6,25;6,3;6,04;8,6;11,68;11,85;10295;12000;12360;9153;0;0;0;0;8,14;8,14;8,39;8,39;0,105206656;0,322897145;0,318822023;-0,025758382;-0,38;-1,14;-2,11;-2,16;-3,29;-5,85;-8,93;-9,1;-190;-1895;-2255;952;0;0;0;0;-0,27;-0,27;-0,52;-0,52;-0,001197042;-0,21888753;-0,214812409;0,129767996
40086;4,27;2,83;9665;;7,87;0,016726278;4,14;4,52;5,28;6,25;3,65;7,92;11,06;12,14;10208;11700;11120;9506;0;0;0;0;8,14;8,14;8,39;8,39;0,106198526;0,267742984;0,183860322;0,038907104;0,13;-0,25;-1,01;-1,98;-0,82;-5,09;-8,23;-9,31;-543;-2035;-1455;159;0;0;0;0;-0,27;-0,27;-0,52;-0,52;-0,089472248;-0,251016706;-0,167134043;-0,022180826
40117;4,27;2,57;9585;;7,87;-0,132579186;4,14;4,52;5,28;6,25;2,71;7,31;9,17;11,77;9928;10625;11375;11050;0;0;0;0;8,14;8,14;8,39;8,39;0,091228842;0,150888215;0,227473832;0,214419167;0,13;-0,25;-1,01;-1,98;-0,14;-4,74;-6,6;-9,2;-343;-1040;-1790;-1465;0;0;0;0;-0,27;-0,27;-0,52;-0,52;-0,223808027;-0,2834674;-0,360053017;-0,346998352
40147;4,27;2,41;9461;;7,87;-0,234546926;4,14;4,52;5,28;6,25;2,75;6,04;8,6;11,68;10105;10295;12000;12360;0;0;0;0;7,87;8,14;8,14;8,39;0,104009614;0,105206656;0,322897145;0,318822023;0,13;-0,25;-1,01;-1,98;-0,34;-3,63;-6,19;-9,27;-644;-834;-2539;-2899;0;0;0;0;0;-0,27;-0,27;-0,52;-0,33855654;-0,339753581;-0,55744407;-0,553368949
40178;5,6;2,78;9404;;7,87;-0,154316547;4,27;4,14;4,52;5,28;2,83;3,65;7,92;11,06;9665;10208;11700;11120;0;0;0;0;7,87;8,14;8,14;8,39;0,016726278;0,106198526;0,267742984;0,183860322;1,33;1,46;1,08;0,32;-0,05;-0,87;-5,14;-8,28;-261;-804;-2296;-1716;0;0;0;0;0;-0,27;-0,27;-0,52;-0,171042825;-0,260515073;-0,422059531;-0,338176868
40209;5,6;3,71;9353;;7,87;-0,177758242;4,27;4,14;4,52;5,28;2,57;2,71;7,31;9,17;9585;9928;10625;11375;0;0;0;0;7,87;8,14;8,14;8,39;-0,132579186;0,091228842;0,150888215;0,227473832;1,33;1,46;1,08;0,32;1,14;1;-3,6;-5,46;-232;-575;-1272;-2022;0;0;0;0;0;-0,27;-0,27;-0,52;-0,045179056;-0,268987083;-0,328646457;-0,405232074
40237;5,6;3,8;9343;;7,41;-0,221416667;4,27;4,14;4,52;5,28;2,41;2,75;6,04;8,6;9461;10105;10295;12000;0;0;0;0;7,87;7,87;8,14;8,14;-0,234546926;0,104009614;0,105206656;0,322897145;1,33;1,46;1,08;0,32;1,39;1,05;-2,24;-4,8;-118;-762;-952;-2657;0;0;0;0;-0,46;-0,46;-0,73;-0,73;0,013130259;-0,325426281;-0,326623323;-0,544313811
40268;6,08;3,43;9100;;7,41;-0,222222222;5,6;4,27;4,14;4,52;2,78;2,83;3,65;7,92;9404;9665;10208;11700;0;0;0;0;7,87;7,87;8,14;8,14;-0,154316547;0,016726278;0,106198526;0,267742984;0,48;1,81;1,94;1,56;0,65;0,6;-0,22;-4,49;-304;-565;-1108;-2600;0;0;0;0;-0,46;-0,46;-0,73;-0,73;-0,067905675;-0,2389485;-0,328420748;-0,489965206
40298;6,08;3,91;9010;;7,41;-0,152;5,6;4,27;4,14;4,52;3,71;2,57;2,71;7,31;9353;9585;9928;10625;0;0;0;0;7,87;7,87;8,14;8,14;-0,177758242;-0,132579186;0,091228842;0,150888215;0,48;1,81;1,94;1,56;0,2;1,34;1,2;-3,4;-343;-575;-918;-1615;0;0;0;0;-0,46;-0,46;-0,73;-0,73;0,025758242;-0,019420814;-0,243228842;-0,302888215
40329;6,08;4,17;9175;;7,41;-0,108790675;5,6;4,27;4,14;4,52;3,8;2,41;2,75;6,04;9343;9461;10105;10295;0;0;0;0;7,41;7,87;7,87;8,14;-0,221416667;-0,234546926;0,104009614;0,105206656;0,48;1,81;1,94;1,56;0,37;1,76;1,42;-1,87;-168;-286;-930;-1120;0;0;0;0;0;-0,46;-0,46;-0,73;0,112625992;0,12575625;-0,212800289;-0,213997331
40359;6,76;5,06;9074;;7,41;-0,111089342;6,08;5,6;4,27;4,14;3,43;2,78;2,83;3,65;9100;9404;9665;10208;0;0;0;0;7,41;7,87;7,87;8,14;-0,222222222;-0,154316547;0,016726278;0,106198526;0,68;1,16;2,49;2,62;1,63;2,28;2,23;1,41;-26;-330;-591;-1134;0;0;0;0;0;-0,46;-0,46;-0,73;0,111132881;0,043227205;-0,12781562;-0,217287868
40390;6,76;6,23;8949;;7,41;-0,098609992;6,08;5,6;4,27;4,14;3,91;3,71;2,57;2,71;9010;9353;9585;9928;0;0;0;0;7,41;7,87;7,87;8,14;-0,152;-0,177758242;-0,132579186;0,091228842;0,68;1,16;2,49;2,62;2,32;2,52;3,66;3,52;-61;-404;-636;-979;0;0;0;0;0;-0,46;-0,46;-0,73;0,053390008;0,07914825;0,033969194;-0,189838833
40421;6,76;6,45;9045;;7,14;-0,104898565;6,08;5,6;4,27;4,14;4,17;3,8;2,41;2,75;9175;9343;9461;10105;0;0;0;0;7,41;7,41;7,87;7,87;-0,108790675;-0,221416667;-0,234546926;0,104009614;0,68;1,16;2,49;2,62;2,28;2,65;4,04;3,7;-130;-298;-416;-1060;0;0;0;0;-0,27;-0,27;-0,73;-0,73;0,00389211;0,116518102;0,12964836;-0,208908179
40451;6,18;5,81;8928;;7,14;-0,076254527;6,76;6,08;5,6;4,27;5,06;3,43;2,78;2,83;9074;9100;9404;9665;0;0;0;0;7,41;7,41;7,87;7,87;-0,111089342;-0,222222222;-0,154316547;0,016726278;-0,58;0,1;0,58;1,91;0,75;2,38;3,03;2,98;-146;-172;-476;-737;0;0;0;0;-0,27;-0,27;-0,73;-0,73;0,034834815;0,145967696;0,07806202;-0,092980805
40482;6,18;5,67;8940;;7,14;-0,067292645;6,76;6,08;5,6;4,27;6,23;3,91;3,71;2,57;8949;9010;9353;9585;0;0;0;0;7,41;7,41;7,87;7,87;-0,098609992;-0,152;-0,177758242;-0,132579186;-0,58;0,1;0,58;1,91;-0,56;1,76;1,96;3,1;-9;-70;-413;-645;0;0;0;0;-0,27;-0,27;-0,73;-0,73;0,031317347;0,084707355;0,110465597;0,065286541
40512;6,18;6,34;9017;;7,14;-0,0469295;6,76;6,08;5,6;4,27;6,45;4,17;3,8;2,41;9045;9175;9343;9461;0;0;0;0;7,14;7,41;7,41;7,87;-0,104898565;-0,108790675;-0,221416667;-0,234546926;-0,58;0,1;0,58;1,91;-0,11;2,17;2,54;3,93;-28;-158;-326;-444;0;0;0;0;0;-0,27;-0,27;-0,73;0,057969065;0,061861175;0,174487167;0,187617426
40543;6,49;6,96;9013;;7,14;-0,041578052;6,18;6,76;6,08;5,6;5,81;5,06;3,43;2,78;8928;9074;9100;9404;0;0;0;0;7,14;7,41;7,41;7,87;-0,076254527;-0,111089342;-0,222222222;-0,154316547;0,31;-0,27;0,41;0,89;1,15;1,9;3,53;4,18;85;-61;-87;-391;0;0;0;0;0;-0,27;-0,27;-0,73;0,034676475;0,06951129;0,18064417;0,112738495
40574;6,49;7,01;9050;;7,14;-0,032396023;6,18;6,76;6,08;5,6;5,67;6,23;3,91;3,71;8940;8949;9010;9353;0;0;0;0;7,14;7,41;7,41;7,87;-0,067292645;-0,098609992;-0,152;-0,177758242;0,31;-0,27;0,41;0,89;1,34;0,78;3,1;3,3;110;101;40;-303;0;0;0;0;0;-0,27;-0,27;-0,73;0,034896622;0,066213969;0,119603977;0,145362219
40602;6,49;6,83;8823;;6,96;-0,055656641;6,18;6,76;6,08;5,6;6,34;6,45;4,17;3,8;9017;9045;9175;9343;0;0;0;0;7,14;7,14;7,41;7,41;-0,0469295;-0,104898565;-0,108790675;-0,221416667;0,31;-0,27;0,41;0,89;0,49;0,38;2,66;3,03;-194;-222;-352;-520;0;0;0;0;-0,18;-0,18;-0,45;-0,45;-0,008727141;0,049241924;0,053134034;0,165760025
40633;6,48;6,64;8710;;6,96;-0,042857143;6,49;6,18;6,76;6,08;6,96;5,81;5,06;3,43;9013;8928;9074;9100;0;0;0;0;7,14;7,14;7,41;7,41;-0,041578052;-0,076254527;-0,111089342;-0,222222222;-0,01;0,3;-0,28;0,4;-0,32;0,83;1,58;3,21;-303;-218;-364;-390;0;0;0;0;-0,18;-0,18;-0,45;-0,45;-0,001279091;0,033397384;0,068232199;0,179365079
40663;6,48;6,15;8575;;6,96;-0,048279689;6,49;6,18;6,76;6,08;7,01;5,67;6,23;3,91;9050;8940;8949;9010;0;0;0;0;7,14;7,14;7,41;7,41;-0,032396023;-0,067292645;-0,098609992;-0,152;-0,01;0,3;-0,28;0,4;-0,86;0,48;-0,08;2,24;-475;-365;-374;-435;0;0;0;0;-0,18;-0,18;-0,45;-0,45;-0,015883667;0,019012956;0,050330303;0,103720311
40694;6,48;5,97;8537;;6,96;-0,069536785;6,49;6,18;6,76;6,08;6,83;6,34;6,45;4,17;8823;9017;9045;9175;0;0;0;0;6,96;7,14;7,14;7,41;-0,055656641;-0,0469295;-0,104898565;-0,108790675;-0,01;0,3;-0,28;0,4;-0,86;-0,37;-0,48;1,8;-286;-480;-508;-638;0;0;0;0;0;-0,18;-0,18;-0,45;-0,013880143;-0,022607285;0,03536178;0,03925389
40724;6,27;5,53;8577;;6,96;-0,054771876;6,48;6,49;6,18;6,76;6,64;6,96;5,81;5,06;8710;9013;8928;9074;0;0;0;0;6,96;7,14;7,14;7,41;-0,042857143;-0,041578052;-0,076254527;-0,111089342;-0,21;-0,22;0,09;-0,49;-1,11;-1,43;-0,28;0,47;-133;-436;-351;-497;0;0;0;0;0;-0,18;-0,18;-0,45;-0,011914733;-0,013193824;0,021482651;0,056317466
40755;6,27;4,59;8498;;6,96;-0,050396692;6,48;6,49;6,18;6,76;6,15;7,01;5,67;6,23;8575;9050;8940;8949;0;0;0;0;6,96;7,14;7,14;7,41;-0,048279689;-0,032396023;-0,067292645;-0,098609992;-0,21;-0,22;0,09;-0,49;-1,56;-2,42;-1,08;-1,64;-77;-552;-442;-451;0;0;0;0;0;-0,18;-0,18;-0,45;-0,002117003;-0,01800067;0,016895952;0,0482133
40786;6,27;4,76;8534;;7,48;-0,056495301;6,48;6,49;6,18;6,76;5,97;6,83;6,34;6,45;8537;8823;9017;9045;0;0;0;0;6,96;6,96;7,14;7,14;-0,069536785;-0,055656641;-0,0469295;-0,104898565;-0,21;-0,22;0,09;-0,49;-1,21;-2,07;-1,58;-1,69;-3;-289;-483;-511;0;0;0;0;0,52;0,52;0,34;0,34;0,013041483;-0,00083866;-0,009565801;0,048403264
40816;6,01;4,59;8790;;7,48;-0,015456989;6,27;6,48;6,49;6,18;5,53;6,64;6,96;5,81;8577;8710;9013;8928;0;0;0;0;6,96;6,96;7,14;7,14;-0,054771876;-0,042857143;-0,041578052;-0,076254527;-0,26;-0,47;-0,48;-0,17;-0,94;-2,05;-2,37;-1,22;213;80;-223;-138;0;0;0;0;0,52;0,52;0,34;0,34;0,039314886;0,027400154;0,026121063;0,060797537
40847;6,01;4,41;8853;;7,48;-0,009731544;6,27;6,48;6,49;6,18;4,59;6,15;7,01;5,67;8498;8575;9050;8940;0;0;0;0;6,96;6,96;7,14;7,14;-0,050396692;-0,048279689;-0,032396023;-0,067292645;-0,26;-0,47;-0,48;-0,17;-0,18;-1,74;-2,6;-1,26;355;278;-197;-87;0;0;0;0;0,52;0,52;0,34;0,34;0,040665149;0,038548146;0,022664479;0,057561101
40877;6,01;4,13;9138;;7,48;0,013419097;6,27;6,48;6,49;6,18;4,76;5,97;6,83;6,34;8534;8537;8823;9017;0;0;0;0;7,48;6,96;6,96;7,14;-0,056495301;-0,069536785;-0,055656641;-0,0469295;-0,26;-0,47;-0,48;-0,17;-0,63;-1,84;-2,7;-2,21;604;601;315;121;0;0;0;0;0;0,52;0,52;0,34;0,069914399;0,082955882;0,069075739;0,060348597
40908;5,94;3,78;9067;;7,48;0,005991346;6,01;6,27;6,48;6,49;4,59;5,53;6,64;6,96;8790;8577;8710;9013;0;0;0;0;7,48;6,96;6,96;7,14;-0,015456989;-0,054771876;-0,042857143;-0,041578052;-0,07;-0,33;-0,54;-0,55;-0,81;-1,75;-2,86;-3,18;277;490;357;54;0;0;0;0;0;0,52;0,52;0,34;0,021448335;0,060763222;0,048848489;0,047569398
40939;5,94;3,64;8995;;7,48;-0,006077348;6,01;6,27;6,48;6,49;4,41;4,59;6,15;7,01;8853;8498;8575;9050;0;0;0;0;7,48;6,96;6,96;7,14;-0,009731544;-0,050396692;-0,048279689;-0,032396023;-0,07;-0,33;-0,54;-0,55;-0,77;-0,95;-2,51;-3,37;142;497;420;-55;0;0;0;0;0;0,52;0,52;0,34;0,003654196;0,044319344;0,042202341;0,026318675
40968;5,94;3,48;9074;;6,37;0,028448374;6,01;6,27;6,48;6,49;4,13;4,76;5,97;6,83;9138;8534;8537;8823;0;0;0;0;7,48;7,48;6,96;6,96;0,013419097;-0,056495301;-0,069536785;-0,055656641;-0,07;-0,33;-0,54;-0,55;-0,65;-1,28;-2,49;-3,35;-64;540;537;251;0;0;0;0;-1,11;-1,11;-0,59;-0,59;0,015029276;0,084943675;0,097985158;0,084105015
40999;6,11;3,88;9165;;6,37;0,052238806;5,94;6,01;6,27;6,48;3,78;4,59;5,53;6,64;9067;8790;8577;8710;0;0;0;0;7,48;7,48;6,96;6,96;0,005991346;-0,015456989;-0,054771876;-0,042857143;0,17;0,1;-0,16;-0,37;0,1;-0,71;-1,65;-2,76;98;375;588;455;0;0;0;0;-1,11;-1,11;-0,59;-0,59;0,04624746;0,067695795;0,107010682;0,095095949
41029;6,11;4,42;9189;;6,37;0,071603499;5,94;6,01;6,27;6,48;3,64;4,41;4,59;6,15;8995;8853;8498;8575;0;0;0;0;7,48;7,48;6,96;6,96;-0,006077348;-0,009731544;-0,050396692;-0,048279689;0,17;0,1;-0,16;-0,37;0,78;0,01;-0,17;-1,73;194;336;691;614;0;0;0;0;-1,11;-1,11;-0,59;-0,59;0,077680847;0,081335042;0,122000191;0,119883188
41060;6,11;4,35;9400;;6,37;0,101089376;5,94;6,01;6,27;6,48;3,48;4,13;4,76;5,97;9074;9138;8534;8537;0;0;0;0;6,37;7,48;7,48;6,96;0,028448374;0,013419097;-0,056495301;-0,069536785;0,17;0,1;-0,16;-0,37;0,87;0,22;-0,41;-1,62;326;262;866;863;0;0;0;0;0;-1,11;-1,11;-0,59;0,072641002;0,087670278;0,157584677;0,17062616
41090;6,21;4,33;9430;;6,37;0,099452023;6,11;5,94;6,01;6,27;3,88;3,78;4,59;5,53;9165;9067;8790;8577;0;0;0;0;6,37;7,48;7,48;6,96;0,052238806;0,005991346;-0,015456989;-0,054771876;0,1;0,27;0,2;-0,06;0,45;0,55;-0,26;-1,2;265;363;640;853;0;0;0;0;0;-1,11;-1,11;-0,59;0,047213217;0,093460677;0,114909012;0,154223899
41121;6,21;4,22;9439;;6,37;0,110731937;6,11;5,94;6,01;6,27;4,42;3,64;4,41;4,59;9189;8995;8853;8498;0;0;0;0;6,37;7,48;7,48;6,96;0,071603499;-0,006077348;-0,009731544;-0,050396692;0,1;0,27;0,2;-0,06;-0,2;0,58;-0,19;-0,37;250;444;586;941;0;0;0;0;0;-1,11;-1,11;-0,59;0,039128438;0,116809285;0,120463481;0,161128629
41152;6,21;4,09;9581;;6,13;0,122685728;6,11;5,94;6,01;6,27;4,35;3,48;4,13;4,76;9400;9074;9138;8534;0;0;0;0;6,37;6,37;7,48;7,48;0,101089376;0,028448374;0,013419097;-0,056495301;0,1;0,27;0,2;-0,06;-0,26;0,61;-0,04;-0,67;181;507;443;1047;0;0;0;0;-0,24;-0,24;-1,35;-1,35;0,021596352;0,094237354;0,10926663;0,179181029
41182;5,94;3,81;9589;;6,13;0,090898749;6,21;6,11;5,94;6,01;4,33;3,88;3,78;4,59;9430;9165;9067;8790;0;0;0;0;6,37;6,37;7,48;7,48;0,099452023;0,052238806;0,005991346;-0,015456989;-0,27;-0,17;0;-0,07;-0,52;-0,07;0,03;-0,78;159;424;522;799;0;0;0;0;-0,24;-0,24;-1,35;-1,35;-0,008553274;0,038659943;0,084907403;0,106355738
41213;5,94;4,11;9608;;6,13;0,085281825;6,21;6,11;5,94;6,01;4,22;4,42;3,64;4,41;9439;9189;8995;8853;0;0;0;0;6,37;6,37;7,48;7,48;0,110731937;0,071603499;-0,006077348;-0,009731544;-0,27;-0,17;0;-0,07;-0,11;-0,31;0,47;-0,3;169;419;613;755;0;0;0;0;-0,24;-0,24;-1,35;-1,35;-0,025450112;0,013678327;0,091359173;0,095013369
41243;5,94;3,8;9594;;6,13;0,04990151;6,21;6,11;5,94;6,01;4,09;4,35;3,48;4,13;9581;9400;9074;9138;0;0;0;0;6,13;6,37;6,37;7,48;0,122685728;0,101089376;0,028448374;0,013419097;-0,27;-0,17;0;-0,07;-0,29;-0,55;0,32;-0,33;13;194;520;456;0;0;0;0;0;-0,24;-0,24;-1,35;-0,072784218;-0,051187865;0,021453137;0,036482413
41274;5,87;3,65;9638;;6,13;0,062975626;5,94;6,21;6,11;5,94;3,81;4,33;3,88;3,78;9589;9430;9165;9067;0;0;0;0;6,13;6,37;6,37;7,48;0,090898749;0,099452023;0,052238806;0,005991346;-0,07;-0,34;-0,24;-0,07;-0,16;-0,68;-0,23;-0,13;49;208;473;571;0;0;0;0;0;-0,24;-0,24;-1,35;-0,027923123;-0,036476397;0,01073682;0,05698428
41305;5,87;3,84;9740;;6,13;0,082823791;5,94;6,21;6,11;5,94;4,11;4,22;4,42;3,64;9608;9439;9189;8995;0;0;0;0;6,13;6,37;6,37;7,48;0,085281825;0,110731937;0,071603499;-0,006077348;-0,07;-0,34;-0,24;-0,07;-0,27;-0,38;-0,58;0,2;132;301;551;745;0;0;0;0;0;-0,24;-0,24;-1,35;-0,002458034;-0,027908146;0,011220292;0,088901139
41333;5,87;4,6;9664;;5,88;0,065020939;5,94;6,21;6,11;5,94;3,8;4,09;4,35;3,48;9594;9581;9400;9074;0;0;0;0;6,13;6,13;6,37;6,37;0,04990151;0,122685728;0,101089376;0,028448374;-0,07;-0,34;-0,24;-0,07;0,8;0,51;0,25;1,12;70;83;264;590;0;0;0;0;-0,25;-0,25;-0,49;-0,49;0,015119429;-0,057664789;-0,036068437;0,036572565
41364;5,54;5,02;9715;;5,88;0,060010911;5,87;5,94;6,21;6,11;3,65;3,81;4,33;3,88;9638;9589;9430;9165;0;0;0;0;6,13;6,13;6,37;6,37;0,062975626;0,090898749;0,099452023;0,052238806;-0,33;-0,4;-0,67;-0,57;1,37;1,21;0,69;1,14;77;126;285;550;0;0;0;0;-0,25;-0,25;-0,49;-0,49;-0,002964715;-0,030887838;-0,039441112;0,007772105
