date;GDP %;CPI;USDIDR;BIREPO;Unemp;USDIDRGrowth;GDP_Lag1Q;GDP_Lag2Q;GDP_Lag3Q;GDP_Lag4Q;CPI_Lag1Q;CPI_Lag2Q;CPI_Lag3Q;CPI_Lag4Q;USDIDR_Lag1Q;USDIDR_Lag2Q;USDIDR_Lag3Q;USDIDR_Lag4Q;BIREPO_Lag1Q;BIREPO_Lag2Q;BIREPO_Lag3Q;BIREPO_Lag4Q;UNEMP_Lag1Q;UNEMP_Lag2Q;UNEMP_Lag3Q;UNEMP_Lag4Q;USDIDRGROWTH_Lag1Q;USDIDRGROWTH_Lag2Q;USDIDRGROWTH_Lag3Q;USDIDRGROWTH_Lag4Q;D_GDP_Lag1Q;D_GDP_Lag2Q;D_GDP_Lag3Q;D_GDP_Lag4Q;D_CPI_Lag1Q;D_CPI_Lag2Q;D_CPI_Lag3Q;D_CPI_Lag4Q;D_USDIDR_Lag1Q;D_USDIDR_Lag2Q;D_USDIDR_Lag3Q;D_USDIDR_Lag4Q;D_BIREPO_Lag1Q;D_BIREPO_Lag2Q;D_BIREPO_Lag3Q;D_BIREPO_Lag4Q;D_UNEMP_Lag1Q;D_UNEMP_Lag2Q;D_UNEMP_Lag3Q;D_UNEMP_Lag4Q;D_USDIDRGROWTH_Lag1Q;D_USDIDRGROWTH_Lag2Q;D_USDIDRGROWTH_Lag3Q;D_USDIDRGROWTH_Lag4Q
41394;5,54;4,86;9723;;5,88;0,058112961;5,87;5,94;6,21;6,11;3,84;4,11;4,22;4,42;9740;9608;9439;9189;0;0;0;0;6,13;6,13;6,37;6,37;0,082823791;0,085281825;0,110731937;0,071603499;-0,33;-0,4;-0,67;-0,57;1,02;0,75;0,64;0,44;-17;115;284;534;0;0;0;0;-0,25;-0,25;-0,49;-0,49;-0,02471083;-0,027168864;-0,052618976;-0,013490537
41425;5,54;4,9;9795;;5,88;0,042021277;5,87;5,94;6,21;6,11;4,6;3,8;4,09;4,35;9664;9594;9581;9400;0;0;0;0;5,88;6,13;6,13;6,37;0,065020939;0,04990151;0,122685728;0,101089376;-0,33;-0,4;-0,67;-0,57;0,3;1,1;0,81;0,55;131;201;214;395;0;0;0;0;0;-0,25;-0,25;-0,49;-0,022999662;-0,007880234;-0,080664451;-0,059068099
41455;5,59;5,41;9925;;5,88;0,052492047;5,54;5,87;5,94;6,21;5,02;3,65;3,81;4,33;9715;9638;9589;9430;0;0;0;0;5,88;6,13;6,13;6,37;0,060010911;0,062975626;0,090898749;0,099452023;0,05;-0,28;-0,35;-0,62;0,39;1,76;1,6;1,08;210;287;336;495;0;0;0;0;0;-0,25;-0,25;-0,49;-0,007518864;-0,010483579;-0,038406702;-0,046959976
41486;5,59;7,98;10278;;5,88;0,088886535;5,54;5,87;5,94;6,21;4,86;3,84;4,11;4,22;9723;9740;9608;9439;0;0;0;0;5,88;6,13;6,13;6,37;0,058112961;0,082823791;0,085281825;0,110731937;0,05;-0,28;-0,35;-0,62;3,12;4,14;3,87;3,76;555;538;670;839;0;0;0;0;0;-0,25;-0,25;-0,49;0,030773573;0,006062744;0,003604709;-0,021845402
41517;5,59;8,18;10920;;6,17;0,139755767;5,54;5,87;5,94;6,21;4,9;4,6;3,8;4,09;9795;9664;9594;9581;0;0;0;0;5,88;5,88;6,13;6,13;0,042021277;0,065020939;0,04990151;0,122685728;0,05;-0,28;-0,35;-0,62;3,28;3,58;4,38;4,09;1125;1256;1326;1339;0;0;0;0;0,29;0,29;0,04;0,04;0,09773449;0,074734828;0,089854256;0,017070039
41547;5,52;7,9;11580;;6,17;0,207633747;5,59;5,54;5,87;5,94;5,41;5,02;3,65;3,81;9925;9715;9638;9589;0;0;0;0;5,88;5,88;6,13;6,13;0,052492047;0,060010911;0,062975626;0,090898749;-0,07;-0,02;-0,35;-0,42;2,49;2,88;4,25;4,09;1655;1865;1942;1991;0;0;0;0;0,29;0,29;0,04;0,04;0,1551417;0,147622836;0,144658121;0,116734998
41578;5,52;7,93;11273;;6,17;0,173293089;5,59;5,54;5,87;5,94;7,98;4,86;3,84;4,11;10278;9723;9740;9608;0;0;0;0;5,88;5,88;6,13;6,13;0,088886535;0,058112961;0,082823791;0,085281825;-0,07;-0,02;-0,35;-0,42;-0,05;3,07;4,09;3,82;995;1550;1533;1665;0;0;0;0;0,29;0,29;0,04;0,04;0,084406555;0,115180128;0,090469298;0,088011264
41608;5,52;8,07;11963;;6,17;0,246925162;5,59;5,54;5,87;5,94;8,18;4,9;4,6;3,8;10920;9795;9664;9594;0;0;0;0;6,17;5,88;5,88;6,13;0,139755767;0,042021277;0,065020939;0,04990151;-0,07;-0,02;-0,35;-0,42;-0,11;3,17;3,47;4,27;1043;2168;2299;2369;0;0;0;0;0;0,29;0,29;0,04;0,107169395;0,204903885;0,181904223;0,197023651
41639;5,58;8,08;12170;;6,17;0,262710106;5,52;5,59;5,54;5,87;7,9;5,41;5,02;3,65;11580;9925;9715;9638;0;0;0;0;6,17;5,88;5,88;6,13;0,207633747;0,052492047;0,060010911;0,062975626;0,06;-0,01;0,04;-0,29;0,18;2,67;3,06;4,43;590;2245;2455;2532;0;0;0;0;0;0,29;0,29;0,04;0,055076359;0,210218059;0,202699195;0,19973448
41670;5,58;8,22;12210;;6,17;0,253593429;5,52;5,59;5,54;5,87;7,93;7,98;4,86;3,84;11273;10278;9723;9740;0;0;0;0;6,17;5,88;5,88;6,13;0,173293089;0,088886535;0,058112961;0,082823791;0,06;-0,01;0,04;-0,29;0,29;0,24;3,36;4,38;937;1932;2487;2470;0;0;0;0;0;0,29;0,29;0,04;0,08030034;0,164706895;0,195480468;0,170769638
41698;5,58;7,75;11609;;5,7;0,201262417;5,52;5,59;5,54;5,87;8,07;8,18;4,9;4,6;11963;10920;9795;9664;0;0;0;0;6,17;6,17;5,88;5,88;0,246925162;0,139755767;0,042021277;0,065020939;0,06;-0,01;0,04;-0,29;-0,32;-0,43;2,85;3,15;-354;689;1814;1945;0;0;0;0;-0,47;-0,47;-0,18;-0,18;-0,045662744;0,061506651;0,159241141;0,136241478
41729;5,12;7,32;11360;;5,7;0,169325785;5,58;5,52;5,59;5,54;8,08;7,9;5,41;5,02;12170;11580;9925;9715;0;0;0;0;6,17;6,17;5,88;5,88;0,262710106;0,207633747;0,052492047;0,060010911;-0,46;-0,4;-0,47;-0,42;-0,76;-0,58;1,91;2,3;-810;-220;1435;1645;0;0;0;0;-0,47;-0,47;-0,18;-0,18;-0,093384321;-0,038307962;0,116833738;0,109314874
41759;5,12;7,25;11562;;5,7;0,189139155;5,58;5,52;5,59;5,54;8,22;7,93;7,98;4,86;12210;11273;10278;9723;0;0;0;0;6,17;6,17;5,88;5,88;0,253593429;0,173293089;0,088886535;0,058112961;-0,46;-0,4;-0,47;-0,42;-0,97;-0,68;-0,73;2,39;-648;289;1284;1839;0;0;0;0;-0,47;-0,47;-0,18;-0,18;-0,064454275;0,015846065;0,10025262;0,131026193
41790;5,12;7,32;11675;;5,7;0,191934661;5,58;5,52;5,59;5,54;7,75;8,07;8,18;4,9;11609;11963;10920;9795;0;0;0;0;5,7;6,17;6,17;5,88;0,201262417;0,246925162;0,139755767;0,042021277;-0,46;-0,4;-0,47;-0,42;-0,43;-0,75;-0,86;2,42;66;-288;755;1880;0;0;0;0;0;-0,47;-0,47;-0,18;-0,009327757;-0,054990501;0,052178894;0,149913384
41820;4,94;6,7;11855;;5,7;0,194458438;5,12;5,58;5,52;5,59;7,32;8,08;7,9;5,41;11360;12170;11580;9925;0;0;0;0;5,7;6,17;6,17;5,88;0,169325785;0,262710106;0,207633747;0,052492047;-0,18;-0,64;-0,58;-0,65;-0,62;-1,38;-1,2;1,29;495;-315;275;1930;0;0;0;0;0;-0,47;-0,47;-0,18;0,025132653;-0,068251668;-0,013175309;0,141966392
41851;4,94;4,53;11580;;5,7;0,126678342;5,12;5,58;5,52;5,59;7,25;8,22;7,93;7,98;11562;12210;11273;10278;0;0;0;0;5,7;6,17;6,17;5,88;0,189139155;0,253593429;0,173293089;0,088886535;-0,18;-0,64;-0,58;-0,65;-2,72;-3,69;-3,4;-3,45;18;-630;307;1302;0;0;0;0;0;-0,47;-0,47;-0,18;-0,062460812;-0,126915087;-0,046614747;0,037791807
41882;4,94;3,99;11694;;5,94;0,070879121;5,12;5,58;5,52;5,59;7,32;7,75;8,07;8,18;11675;11609;11963;10920;0;0;0;0;5,7;5,7;6,17;6,17;0,191934661;0,201262417;0,246925162;0,139755767;-0,18;-0,64;-0,58;-0,65;-3,33;-3,76;-4,08;-4,19;19;85;-269;774;0;0;0;0;0,24;0,24;-0,23;-0,23;-0,12105554;-0,130383296;-0,176046041;-0,068876646
41912;4,93;4,53;12183;;5,94;0,052072539;4,94;5,12;5,58;5,52;6,7;7,32;8,08;7,9;11855;11360;12170;11580;0;0;0;0;5,7;5,7;6,17;6,17;0,194458438;0,169325785;0,262710106;0,207633747;-0,01;-0,19;-0,65;-0,59;-2,17;-2,79;-3,55;-3,37;328;823;13;603;0;0;0;0;0,24;0,24;-0,23;-0,23;-0,142385899;-0,117253246;-0,210637567;-0,155561208
41943;4,93;4,83;12085;;5,94;0,072030515;4,94;5,12;5,58;5,52;4,53;7,25;8,22;7,93;11580;11562;12210;11273;0;0;0;0;5,7;5,7;6,17;6,17;0,126678342;0,189139155;0,253593429;0,173293089;-0,01;-0,19;-0,65;-0,59;0,3;-2,42;-3,39;-3,1;505;523;-125;812;0;0;0;0;0,24;0,24;-0,23;-0,23;-0,054647827;-0,117108639;-0,181562914;-0,101262574
41973;4,93;6,23;12203;;5,94;0,020061857;4,94;5,12;5,58;5,52;3,99;7,32;7,75;8,07;11694;11675;11609;11963;0;0;0;0;5,94;5,7;5,7;6,17;0,070879121;0,191934661;0,201262417;0,246925162;-0,01;-0,19;-0,65;-0,59;2,24;-1,09;-1,52;-1,84;509;528;594;240;0;0;0;0;0;0,24;0,24;-0,23;-0,050817263;-0,171872803;-0,18120056;-0,226863304
42004;5,05;8,36;12385;;5,94;0,017666393;4,93;4,94;5,12;5,58;4,53;6,7;7,32;8,08;12183;11855;11360;12170;0;0;0;0;5,94;5,7;5,7;6,17;0,052072539;0,194458438;0,169325785;0,262710106;0,12;0,11;-0,07;-0,53;3,83;1,66;1,04;0,28;202;530;1025;215;0;0;0;0;0;0,24;0,24;-0,23;-0,034406146;-0,176792046;-0,151659392;-0,245043713
42035;5,05;6,96;12670;;5,94;0,037674038;4,93;4,94;5,12;5,58;4,83;4,53;7,25;8,22;12085;11580;11562;12210;0;0;0;0;5,94;5,7;5,7;6,17;0,072030515;0,126678342;0,189139155;0,253593429;0,12;0,11;-0,07;-0,53;2,13;2,43;-0,29;-1,26;585;1090;1108;460;0;0;0;0;0;0,24;0,24;-0,23;-0,034356478;-0,089004304;-0,151465117;-0,215919391
42063;5,05;6,29;12928;;5,81;0,113618744;4,93;4,94;5,12;5,58;6,23;3,99;7,32;7,75;12203;11694;11675;11609;0;0;0;0;5,94;5,94;5,7;5,7;0,020061857;0,070879121;0,191934661;0,201262417;0,12;0,11;-0,07;-0,53;0,06;2,3;-1,03;-1,46;725;1234;1253;1319;0;0;0;0;-0,13;-0,13;0,11;0,11;0,093556887;0,042739623;-0,078315916;-0,087643673
42094;4,83;6,38;13075;;5,81;0,15096831;5,05;4,93;4,94;5,12;8,36;4,53;6,7;7,32;12385;12183;11855;11360;0;0;0;0;5,94;5,94;5,7;5,7;0,017666393;0,052072539;0,194458438;0,169325785;-0,22;-0,1;-0,11;-0,29;-1,98;1,85;-0,32;-0,94;690;892;1220;1715;0;0;0;0;-0,13;-0,13;0,11;0,11;0,133301917;0,098895771;-0,043490128;-0,018357475
42124;4,83;6,79;12964;;5,81;0,121259298;5,05;4,93;4,94;5,12;6,96;4,83;4,53;7,25;12670;12085;11580;11562;0;0;0;0;5,94;5,94;5,7;5,7;0,037674038;0,072030515;0,126678342;0,189139155;-0,22;-0,1;-0,11;-0,29;-0,17;1,96;2,26;-0,46;294;879;1384;1402;0;0;0;0;-0,13;-0,13;0,11;0,11;0,08358526;0,049228782;-0,005419044;-0,067879857
42155;4,83;7,15;13225;;5,81;0,132762313;5,05;4,93;4,94;5,12;6,29;6,23;3,99;7,32;12928;12203;11694;11675;0;0;0;0;5,81;5,94;5,94;5,7;0,113618744;0,020061857;0,070879121;0,191934661;-0,22;-0,1;-0,11;-0,29;0,86;0,92;3,16;-0,17;297;1022;1531;1550;0;0;0;0;0;-0,13;-0,13;0,11;0,019143569;0,112700455;0,061883192;-0,059172348
42185;4,74;7,26;13333;;5,81;0,124673134;4,83;5,05;4,93;4,94;6,38;8,36;4,53;6,7;13075;12385;12183;11855;0;0;0;0;5,81;5,94;5,94;5,7;0,15096831;0,017666393;0,052072539;0,194458438;-0,09;-0,31;-0,19;-0,2;0,88;-1,1;2,73;0,56;258;948;1150;1478;0;0;0;0;0;-0,13;-0,13;0,11;-0,026295176;0,107006741;0,072600595;-0,069785305
42216;4,74;7,26;13531;;5,81;0,168480138;4,83;5,05;4,93;4,94;6,79;6,96;4,83;4,53;12964;12670;12085;11580;0;0;0;0;5,81;5,94;5,94;5,7;0,121259298;0,037674038;0,072030515;0,126678342;-0,09;-0,31;-0,19;-0,2;0,47;0,3;2,43;2,73;567;861;1446;1951;0;0;0;0;0;-0,13;-0,13;0,11;0,04722084;0,1308061;0,096449623;0,041801796
42247;4,74;7,18;14053;;6,18;0,201727382;4,83;5,05;4,93;4,94;7,15;6,29;6,23;3,99;13225;12928;12203;11694;0;0;0;0;5,81;5,81;5,94;5,94;0,132762313;0,113618744;0,020061857;0,070879121;-0,09;-0,31;-0,19;-0,2;0,03;0,89;0,95;3,19;828;1125;1850;2359;0;0;0;0;0,37;0,37;0,24;0,24;0,068965069;0,088108637;0,181665524;0,130848261
42277;4,78;6,83;14651;;6,18;0,202577362;4,74;4,83;5,05;4,93;7,26;6,38;8,36;4,53;13333;13075;12385;12183;0;0;0;0;5,81;5,81;5,94;5,94;0,124673134;0,15096831;0,017666393;0,052072539;0,04;-0,05;-0,27;-0,15;-0,43;0,45;-1,53;2,3;1318;1576;2266;2468;0;0;0;0;0,37;0,37;0,24;0,24;0,077904228;0,051609052;0,184910969;0,150504823
42308;4,78;6,25;13695;;6,18;0,133223004;4,74;4,83;5,05;4,93;7,26;6,79;6,96;4,83;13531;12964;12670;12085;0;0;0;0;5,81;5,81;5,94;5,94;0,168480138;0,121259298;0,037674038;0,072030515;0,04;-0,05;-0,27;-0,15;-1,01;-0,54;-0,71;1,42;164;731;1025;1610;0;0;0;0;0,37;0,37;0,24;0,24;-0,035257134;0,011963706;0,095548966;0,061192488
42338;4,78;4,89;13841;;6,18;0,134229288;4,74;4,83;5,05;4,93;7,18;7,15;6,29;6,23;14053;13225;12928;12203;0;0;0;0;6,18;5,81;5,81;5,94;0,201727382;0,132762313;0,113618744;0,020061857;0,04;-0,05;-0,27;-0,15;-2,29;-2,26;-1,4;-1,34;-212;616;913;1638;0;0;0;0;0;0,37;0,37;0,24;-0,067498094;0,001466975;0,020610544;0,11416743
42369;5,15;3,35;13788;;6,18;0,113282196;4,78;4,74;4,83;5,05;6,83;7,26;6,38;8,36;14651;13333;13075;12385;0;0;0;0;6,18;5,81;5,81;5,94;0,202577362;0,124673134;0,15096831;0,017666393;0,37;0,41;0,32;0,1;-3,48;-3,91;-3,03;-5,01;-863;455;713;1403;0;0;0;0;0;0,37;0,37;0,24;-0,089295166;-0,011390937;-0,037686114;0,095615803
42400;5,15;4,14;13776;;6,18;0,087292818;4,78;4,74;4,83;5,05;6,25;7,26;6,79;6,96;13695;13531;12964;12670;0;0;0;0;6,18;5,81;5,81;5,94;0,133223004;0,168480138;0,121259298;0,037674038;0,37;0,41;0,32;0,1;-2,11;-3,12;-2,65;-2,82;81;245;812;1106;0;0;0;0;0;0,37;0,37;0,24;-0,045930186;-0,08118732;-0,03396648;0,04961878
42429;5,15;4,42;13376;;5,5;0,034653465;4,78;4,74;4,83;5,05;4,89;7,18;7,15;6,29;13841;14053;13225;12928;0;0;0;0;6,18;6,18;5,81;5,81;0,134229288;0,201727382;0,132762313;0,113618744;0,37;0,41;0,32;0,1;-0,47;-2,76;-2,73;-1,87;-465;-677;151;448;0;0;0;0;-0,68;-0,68;-0,31;-0,31;-0,099575823;-0,167073916;-0,098108847;-0,078965279
42460;4,94;4,45;13260;;5,5;0,01414914;5,15;4,78;4,74;4,83;3,35;6,83;7,26;6,38;13788;14651;13333;13075;0;0;0;0;6,18;6,18;5,81;5,81;0,113282196;0,202577362;0,124673134;0,15096831;-0,21;0,16;0,2;0,11;1,1;-2,38;-2,81;-1,93;-528;-1391;-73;185;0;0;0;0;-0,68;-0,68;-0,31;-0,31;-0,099133057;-0,188428222;-0,110523994;-0,13681917
42490;4,94;3,6;13197;5,5;5,5;0,017972848;5,15;4,78;4,74;4,83;4,14;6,25;7,26;6,79;13776;13695;13531;12964;0;0;0;0;6,18;6,18;5,81;5,81;0,087292818;0,133223004;0,168480138;0,121259298;-0,21;0,16;0,2;0,11;-0,54;-2,65;-3,66;-3,19;-579;-498;-334;233;5,5;5,5;5,5;5,5;-0,68;-0,68;-0,31;-0,31;-0,06931997;-0,115250156;-0,15050729;-0,10328645
42521;4,94;3,33;13658;5,5;5,5;0,032741021;5,15;4,78;4,74;4,83;4,42;4,89;7,18;7,15;13376;13841;14053;13225;0;0;0;0;5,5;6,18;6,18;5,81;0,034653465;0,134229288;0,201727382;0,132762313;-0,21;0,16;0,2;0,11;-1,09;-1,56;-3,85;-3,82;282;-183;-395;433;5,5;5,5;5,5;5,5;0;-0,68;-0,68;-0,31;-0,001912445;-0,101488267;-0,168986361;-0,100021292
42551;5,21;3,45;13220;5,25;5,5;-0,008475212;4,94;5,15;4,78;4,74;4,45;3,35;6,83;7,26;13260;13788;14651;13333;0;0;0;0;5,5;6,18;6,18;5,81;0,01414914;0,113282196;0,202577362;0,124673134;0,27;0,06;0,43;0,47;-1;0,1;-3,38;-3,81;-40;-568;-1431;-113;5,25;5,25;5,25;5,25;0;-0,68;-0,68;-0,31;-0,022624351;-0,121757408;-0,211052574;-0,133148346
42582;5,21;3,21;13099;5,25;5,5;-0,031926687;4,94;5,15;4,78;4,74;3,6;4,14;6,25;7,26;13197;13776;13695;13531;5,5;0;0;0;5,5;6,18;6,18;5,81;0,017972848;0,087292818;0,133223004;0,168480138;0,27;0,06;0,43;0,47;-0,39;-0,93;-3,04;-4,05;-98;-677;-596;-432;-0,25;5,25;5,25;5,25;0;-0,68;-0,68;-0,31;-0,049899535;-0,119219505;-0,165149691;-0,200406825
42613;5,21;2,79;13265;5,25;5,61;-0,056073436;4,94;5,15;4,78;4,74;3,33;4,42;4,89;7,18;13658;13376;13841;14053;5,5;0;0;0;5,5;5,5;6,18;6,18;0,032741021;0,034653465;0,134229288;0,201727382;0,27;0,06;0,43;0,47;-0,54;-1,63;-2,1;-4,39;-393;-111;-576;-788;-0,25;5,25;5,25;5,25;0,11;0,11;-0,57;-0,57;-0,088814457;-0,090726902;-0,190302724;-0,257800818
42643;5,03;3,07;13051;5;5,61;-0,109207563;5,21;4,94;5,15;4,78;3,45;4,45;3,35;6,83;13220;13260;13788;14651;5,25;0;0;0;5,5;5,5;6,18;6,18;-0,008475212;0,01414914;0,113282196;0,202577362;-0,18;0,09;-0,12;0,25;-0,38;-1,38;-0,28;-3,76;-169;-209;-737;-1600;-0,25;5;5;5;0,11;0,11;-0,57;-0,57;-0,100732351;-0,123356702;-0,222489759;-0,311784925
42674;5,03;3,31;13048;4,75;5,61;-0,04724352;5,21;4,94;5,15;4,78;3,21;3,6;4,14;6,25;13099;13197;13776;13695;5,25;5,5;0;0;5,5;5,5;6,18;6,18;-0,031926687;0,017972848;0,087292818;0,133223004;-0,18;0,09;-0,12;0,25;0,1;-0,29;-0,83;-2,94;-51;-149;-728;-647;-0,5;-0,75;4,75;4,75;0,11;0,11;-0,57;-0,57;-0,015316833;-0,065216367;-0,134536337;-0,180466523
42704;5,03;3,58;13553;4,75;5,61;-0,020807745;5,21;4,94;5,15;4,78;2,79;3,33;4,42;4,89;13265;13658;13376;13841;5,25;5,5;0;0;5,61;5,5;5,5;6,18;-0,056073436;0,032741021;0,034653465;0,134229288;-0,18;0,09;-0,12;0,25;0,79;0,25;-0,84;-1,31;288;-105;177;-288;-0,5;-0,75;4,75;4,75;0;0,11;0,11;-0,57;0,035265691;-0,053548766;-0,05546121;-0,155037033
42735;4,94;3,02;13473;4,75;5,61;-0,022845953;5,03;5,21;4,94;5,15;3,07;3,45;4,45;3,35;13051;13220;13260;13788;5;5,25;0;0;5,61;5,5;5,5;6,18;-0,109207563;-0,008475212;0,01414914;0,113282196;-0,09;-0,27;0;-0,21;-0,05;-0,43;-1,43;-0,33;422;253;213;-315;-0,25;-0,5;4,75;4,75;0;0,11;0,11;-0,57;0,08636161;-0,014370741;-0,036995093;-0,136128149
42766;4,94;3,49;13352;4,75;5,61;-0,030778165;5,03;5,21;4,94;5,15;3,31;3,21;3,6;4,14;13048;13099;13197;13776;4,75;5,25;5,5;0;5,61;5,5;5,5;6,18;-0,04724352;-0,031926687;0,017972848;0,087292818;-0,09;-0,27;0;-0,21;0,18;0,28;-0,11;-0,65;304;253;155;-424;0;-0,5;-0,75;4,75;0;0,11;0,11;-0,57;0,016465355;0,001148522;-0,048751013;-0,118070983
42794;4,94;3,83;13336;4,75;5,33;-0,002990431;5,03;5,21;4,94;5,15;3,58;2,79;3,33;4,42;13553;13265;13658;13376;4,75;5,25;5,5;0;5,61;5,61;5,5;5,5;-0,020807745;-0,056073436;0,032741021;0,034653465;-0,09;-0,27;0;-0,21;0,25;1,04;0,5;-0,59;-217;71;-322;-40;0;-0,5;-0,75;4,75;-0,28;-0,28;-0,17;-0,17;0,017817314;0,053083006;-0,035731451;-0,037643896
42825;5,01;3,61;13326;4,75;5,33;0,004977376;4,94;5,03;5,21;4,94;3,02;3,07;3,45;4,45;13473;13051;13220;13260;4,75;5;5,25;0;5,61;5,61;5,5;5,5;-0,022845953;-0,109207563;-0,008475212;0,01414914;0,07;-0,02;-0,2;0,07;0,59;0,54;0,16;-0,84;-147;275;106;66;0;-0,25;-0,5;4,75;-0,28;-0,28;-0,17;-0,17;0,027823329;0,114184938;0,013452587;-0,009171764
42855;5,01;4,17;13329;4,75;5,33;0,010002273;4,94;5,03;5,21;4,94;3,49;3,31;3,21;3,6;13352;13048;13099;13197;4,75;4,75;5,25;5,5;5,61;5,61;5,5;5,5;-0,030778165;-0,04724352;-0,031926687;0,017972848;0,07;-0,02;-0,2;0,07;0,68;0,86;0,96;0,57;-23;281;230;132;0;0;-0,5;-0,75;-0,28;-0,28;-0,17;-0,17;0,040780438;0,057245793;0,04192896;-0,007970575
42886;5,01;4,33;13323;4,75;5,33;-0,024527749;4,94;5,03;5,21;4,94;3,83;3,58;2,79;3,33;13336;13553;13265;13658;4,75;4,75;5,25;5,5;5,33;5,61;5,61;5,5;-0,002990431;-0,020807745;-0,056073436;0,032741021;0,07;-0,02;-0,2;0,07;0,5;0,75;1,54;1;-13;-230;58;-335;0;0;-0,5;-0,75;0;-0,28;-0,28;-0,17;-0,021537319;-0,003720004;0,031545687;-0,05726877
42916;5,01;4,37;13328;4,75;5,33;0,00816944;5,01;4,94;5,03;5,21;3,61;3,02;3,07;3,45;13326;13473;13051;13220;4,75;4,75;5;5,25;5,33;5,61;5,61;5,5;0,004977376;-0,022845953;-0,109207563;-0,008475212;0;0,07;-0,02;-0,2;0,76;1,35;1,3;0,92;2;-145;277;108;0;0;-0,25;-0,5;0;-0,28;-0,28;-0,17;0,003192065;0,031015393;0,117377003;0,016644652
42947;5,01;3,88;13325;4,75;5,33;0,017253225;5,01;4,94;5,03;5,21;4,17;3,49;3,31;3,21;13329;13352;13048;13099;4,75;4,75;4,75;5,25;5,33;5,61;5,61;5,5;0,010002273;-0,030778165;-0,04724352;-0,031926687;0;0,07;-0,02;-0,2;-0,29;0,39;0,57;0,67;-4;-27;277;226;0;0;0;-0,5;0;-0,28;-0,28;-0,17;0,007250952;0,04803139;0,064496745;0,049179912
42978;5,01;3,82;13342;4,5;5,5;0,005804749;5,01;4,94;5,03;5,21;4,33;3,83;3,58;2,79;13323;13336;13553;13265;4,75;4,75;4,75;5,25;5,33;5,33;5,61;5,61;-0,024527749;-0,002990431;-0,020807745;-0,056073436;0;0,07;-0,02;-0,2;-0,51;-0,01;0,24;1,03;19;6;-211;77;-0,25;-0,25;-0,25;-0,75;0,17;0,17;-0,11;-0,11;0,030332499;0,00879518;0,026612494;0,061878186
43008;5,06;3,72;13472;4,25;5,5;0,032258065;5,01;5,01;4,94;5,03;4,37;3,61;3,02;3,07;13328;13326;13473;13051;4,75;4,75;4,75;5;5,33;5,33;5,61;5,61;0,00816944;0,004977376;-0,022845953;-0,109207563;0,05;0,05;0,12;0,03;-0,65;0,11;0,7;0,65;144;146;-1;421;-0,5;-0,5;-0,5;-0,75;0,17;0,17;-0,11;-0,11;0,024088624;0,027280689;0,055104018;0,141465627
43039;5,06;3,58;13563;4,25;5,5;0,039469651;5,01;5,01;4,94;5,03;3,88;4,17;3,49;3,31;13325;13329;13352;13048;4,75;4,75;4,75;4,75;5,33;5,33;5,61;5,61;0,017253225;0,010002273;-0,030778165;-0,04724352;0,05;0,05;0,12;0,03;-0,3;-0,59;0,09;0,27;238;234;211;515;-0,5;-0,5;-0,5;-0,5;0,17;0,17;-0,11;-0,11;0,022216425;0,029467377;0,070247815;0,08671317
43069;5,06;3,3;13526;4,25;5,5;-0,001992179;5,01;5,01;4,94;5,03;3,82;4,33;3,83;3,58;13342;13323;13336;13553;4,5;4,75;4,75;4,75;5,5;5,33;5,33;5,61;0,005804749;-0,024527749;-0,002990431;-0,020807745;0,05;0,05;0,12;0,03;-0,52;-1,03;-0,53;-0,28;184;203;190;-27;-0,25;-0,5;-0,5;-0,5;0;0,17;0,17;-0,11;-0,007796928;0,02253557;0,000998252;0,018815566
43100;5,19;3,61;13568;4,25;5,5;0,007051139;5,06;5,01;5,01;4,94;3,72;4,37;3,61;3,02;13472;13328;13326;13473;4,25;4,75;4,75;4,75;5,5;5,33;5,33;5,61;0,032258065;0,00816944;0,004977376;-0,022845953;0,13;0,18;0,18;0,25;-0,11;-0,76;0;0,59;96;240;242;95;0;-0,5;-0,5;-0,5;0;0,17;0,17;-0,11;-0,025206925;-0,001118301;0,002073764;0,029897092
